Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Sertifikat,Daya Listrik
527.0,"Manggar, Balikpapan",2.0,1.0,90,45,HGB - Hak Guna Bangunan,2200
980.0,"Balikpapan Selatan, Balikpapan",3.0,1.0,395,121,SHM - Sertifikat Hak Milik,2200
2250.0,"Balikpapan Selatan, Balikpapan",3.0,1.0,105,92,HGB - Hak Guna Bangunan,2200
1750.0,"Baru Tengah, Balikpapan",2.0,2.0,307,307,SHM - Sertifikat Hak Milik,2200
726.0,"Balikpapan Utara, Balikpapan",2.0,2.0,157,90,SHM - Sertifikat Hak Milik,4400
983.0,"Balikpapan Tengah, Balikpapan",3.0,3.0,108,60,HGB - Hak Guna Bangunan,1300
2270.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,220,150,SHM - Sertifikat Hak Milik,3500
2200.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,220,150,SHM - Sertifikat Hak Milik,3500
875.0,"Sepinggan, Balikpapan",3.0,2.0,180,120,SHM - Sertifikat Hak Milik,2200
2650.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,292,300,SHM - Sertifikat Hak Milik,2200
2800.0,"Balikpapan Baru, Balikpapan",5.0,4.0,200,298,SHM - Sertifikat Hak Milik,5500
1000.0,"Balikpapan Selatan, Balikpapan",3.0,1.0,147,300,SHM - Sertifikat Hak Milik,2200
1280.0,"Balikpapan Utara, Balikpapan",2.0,2.0,108,61,"Lainnya (PPJB,Girik,Adat,dll)",2200
1350.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,287,184,SHM - Sertifikat Hak Milik,3500
3850.0,"Balikpapan Selatan, Balikpapan",4.0,4.0,244,300,SHM - Sertifikat Hak Milik,5500
1600.0,"Balikpapan Tengah, Balikpapan",5.0,4.0,193,150,SHM - Sertifikat Hak Milik,2200
600.0,"Sepinggan, Balikpapan",2.0,1.0,400,98,SHM - Sertifikat Hak Milik,900
1050.0,"Damai, Balikpapan",2.0,1.0,130,81,SHM - Sertifikat Hak Milik,1300
775.0,"Balikpapan Utara, Balikpapan",3.0,2.0,72,65,HGB - Hak Guna Bangunan,2200
1750.0,"Balikpapan Utara, Balikpapan",3.0,2.0,126,79,SHM - Sertifikat Hak Milik,2200
3200.0,"Balikpapan Selatan, Balikpapan",12.0,13.0,400,400,SHM - Sertifikat Hak Milik,3500
1800.0,"Balikpapan Baru, Balikpapan",4.0,2.0,156,200,SHM - Sertifikat Hak Milik,2200
3500.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,150,250,SHM - Sertifikat Hak Milik,4400
2300.0,"Balikpapan Tengah, Balikpapan",17.0,8.0,469,469,SHM - Sertifikat Hak Milik,3500
550.0,"Gn. Samarinda, Balikpapan",2.0,1.0,91,45,HGB - Hak Guna Bangunan,1300
700.0,"Gn. Samarinda, Balikpapan",3.0,2.0,91,80,HGB - Hak Guna Bangunan,2200
4600.0,"Damai, Balikpapan",4.0,3.0,300,240,SHM - Sertifikat Hak Milik,3500
2900.0,"Damai, Balikpapan",3.0,3.0,300,220,SHM - Sertifikat Hak Milik,2200
4500.0,"Balikpapan Baru, Balikpapan",4.0,3.0,400,220,SHM - Sertifikat Hak Milik,5500
2000.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,231,156,SHM - Sertifikat Hak Milik,2200
2700.0,"Balikpapan Baru, Balikpapan",4.0,3.0,180,250,SHM - Sertifikat Hak Milik,2200
1800.0,"Balikpapan Utara, Balikpapan",4.0,3.0,91,180,HGB - Hak Guna Bangunan,4400
550.0,"Sumber Rejo, Balikpapan",2.0,1.0,96,45,SHM - Sertifikat Hak Milik,1300
1800.0,"Balikpapan Selatan, Balikpapan",5.0,2.0,404,150,SHM - Sertifikat Hak Milik,2200
1500.0,"Balikpapan Selatan, Balikpapan",5.0,4.0,100,75,SHM - Sertifikat Hak Milik,4400
739.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,96,70,SHM - Sertifikat Hak Milik,2200
925.0,"Balikpapan Utara, Balikpapan",3.0,2.0,80,77,SHM - Sertifikat Hak Milik,2200
1950.0,"Balikpapan Utara, Balikpapan",2.0,2.0,235,135,SHM - Sertifikat Hak Milik,6600
1500.0,"Balikpapan Baru, Balikpapan",3.0,2.0,100,96,SHM - Sertifikat Hak Milik,2200
2000.0,"Balikpapan Baru, Balikpapan",4.0,3.0,140,170,SHM - Sertifikat Hak Milik,3500
700.0,"Sepinggan, Balikpapan",3.0,2.0,200,108,HGB - Hak Guna Bangunan,900
1400.0,"Balikpapan Timur, Balikpapan",3.0,2.0,105,91,SHM - Sertifikat Hak Milik,2200
1950.0,"Balikpapan Baru, Balikpapan",3.0,3.0,96,104,SHM - Sertifikat Hak Milik,2200
1610.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,180,150,SHM - Sertifikat Hak Milik,4400
1600.0,"Batakan, Balikpapan",8.0,4.0,135,120,SHM - Sertifikat Hak Milik,3500
2500.0,"Balikpapan Tengah, Balikpapan",6.0,5.0,250,300,SHM - Sertifikat Hak Milik,4400
1600.0,"Balikpapan Baru, Balikpapan",4.0,2.0,156,200,SHM - Sertifikat Hak Milik,2200
3300.0,"Balikpapan Utara, Balikpapan",4.0,4.0,250,360,SHM - Sertifikat Hak Milik,2200
1400.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,72,72,SHM - Sertifikat Hak Milik,900
4500.0,"Balikpapan Tengah, Balikpapan",4.0,3.0,300,260,SHM - Sertifikat Hak Milik,2200
680.0,"Balikpapan Tengah, Balikpapan",8.0,3.0,97,120,SHM - Sertifikat Hak Milik,1300
2500.0,"Balikpapan Utara, Balikpapan",12.0,12.0,400,200,SHM - Sertifikat Hak Milik,4400
3200.0,"Balikpapan Baru, Balikpapan",5.0,5.0,200,240,SHM - Sertifikat Hak Milik,4400
2300.0,"Balikpapan Selatan, Balikpapan",5.0,3.0,310,300,SHM - Sertifikat Hak Milik,7700
800.0,"Balikpapan Utara, Balikpapan",3.0,2.0,165,90,SHM - Sertifikat Hak Milik,1300
13000.0,"Balikpapan Selatan, Balikpapan",6.0,6.0,2658,600,SHM - Sertifikat Hak Milik,13900
6000.0,"Klandasan Ulu, Balikpapan",5.0,4.0,375,600,SHM - Sertifikat Hak Milik,4400
11000.0,"Balikpapan Timur, Balikpapan",8.0,6.0,358,458,SHM - Sertifikat Hak Milik,5500
1200.0,"Balikpapan Baru, Balikpapan",6.0,3.0,250,120,SHM - Sertifikat Hak Milik,2200
4500.0,"Gn. Sari Ilir, Balikpapan",7.0,7.0,206,135,SHM - Sertifikat Hak Milik,2200
2700.0,"Balikpapan Baru, Balikpapan",6.0,4.0,230,220,SHM - Sertifikat Hak Milik,2200
4400.0,"Balikpapan Tengah, Balikpapan",4.0,3.0,625,160,SHM - Sertifikat Hak Milik,2200
2700.0,"Balikpapan Baru, Balikpapan",4.0,3.0,180,250,SHM - Sertifikat Hak Milik,2200
2700.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,216,190,SHM - Sertifikat Hak Milik,5500
5500.0,"Balikpapan Baru, Balikpapan",5.0,4.0,396,400,SHM - Sertifikat Hak Milik,5500
1900.0,"Balikpapan Tengah, Balikpapan",4.0,3.0,96,180,SHM - Sertifikat Hak Milik,2200
750.0,"Balikpapan Utara, Balikpapan",2.0,1.0,120,60,SHM - Sertifikat Hak Milik,2200
3500.0,"Balikpapan Baru, Balikpapan",4.0,3.0,240,250,SHM - Sertifikat Hak Milik,3500
3000.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,150,117,SHM - Sertifikat Hak Milik,2200
2200.0,"Lamaru, Balikpapan",4.0,2.0,700,400,SHM - Sertifikat Hak Milik,5500
1200.0,"Balikpapan Utara, Balikpapan",3.0,2.0,180,120,SHM - Sertifikat Hak Milik,4400
1300.0,"Sepinggan, Balikpapan",2.0,2.0,120,120,SHM - Sertifikat Hak Milik,2200
1450.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,153,105,HGB - Hak Guna Bangunan,1300
5600.0,"Balikpapan Baru, Balikpapan",10.0,12.0,719,800,SHM - Sertifikat Hak Milik,11000
12000.0,"Balikpapan Utara, Balikpapan",6.0,5.0,1270,500,SHM - Sertifikat Hak Milik,2200
430.0,"Prapatan, Balikpapan",3.0,1.0,180,60,SHM - Sertifikat Hak Milik,1300
700.0,"Balikpapan Utara, Balikpapan",2.0,2.0,120,120,SHM - Sertifikat Hak Milik,1300
750.0,"Balikpapan Utara, Balikpapan",2.0,2.0,125,70,SHM - Sertifikat Hak Milik,1300
930.0,"Sumber Rejo, Balikpapan",3.0,2.0,90,54,SHM - Sertifikat Hak Milik,1300
450.0,"Balikpapan Timur, Balikpapan",4.0,2.0,74,74,SHM - Sertifikat Hak Milik,2200
5500.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,500,250,SHM - Sertifikat Hak Milik,5500
1200.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,144,100,SHM - Sertifikat Hak Milik,1300
1200.0,"Balikpapan Timur, Balikpapan",4.0,3.0,180,90,SHM - Sertifikat Hak Milik,2200
595.0,"Balikpapan Timur, Balikpapan",2.0,1.0,108,45,SHM - Sertifikat Hak Milik,1300
7500.0,"Klandasan Ilir, Balikpapan",5.0,3.0,644,400,SHM - Sertifikat Hak Milik,3500
1600.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,160,135,SHM - Sertifikat Hak Milik,2200
10000.0,"Sepinggan, Balikpapan",4.0,5.0,826,998,SHM - Sertifikat Hak Milik,4400
650.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,150,120,SHM - Sertifikat Hak Milik,2200
1000.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,120,96,SHM - Sertifikat Hak Milik,3500
2400.0,"Damai, Balikpapan",3.0,1.0,375,74,SHM - Sertifikat Hak Milik,1300
600.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,105,100,SHM - Sertifikat Hak Milik,1300
3650.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,288,256,SHM - Sertifikat Hak Milik,5500
1200.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,300,184,SHM - Sertifikat Hak Milik,2200
1650.0,"Balikpapan Selatan, Balikpapan",5.0,4.0,152,130,SHM - Sertifikat Hak Milik,2200
1200.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,120,70,HGB - Hak Guna Bangunan,2200
485.0,"Balikpapan Utara, Balikpapan",2.0,1.0,96,45,SHM - Sertifikat Hak Milik,1300
548.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,165,45,SHM - Sertifikat Hak Milik,1300
6500.0,"Balikpapan Tengah, Balikpapan",4.0,4.0,156,200,SHM - Sertifikat Hak Milik,3300
1500.0,"Batakan, Balikpapan",3.0,2.0,105,91,SHM - Sertifikat Hak Milik,2200
1500.0,"Balikpapan Utara, Balikpapan",2.0,1.0,72,47,SHM - Sertifikat Hak Milik,2200
1600.0,"Balikpapan Selatan, Balikpapan",13.0,3.0,215,180,SHM - Sertifikat Hak Milik,1300
1150.0,"Balikpapan Utara, Balikpapan",2.0,2.0,60,47,"Lainnya (PPJB,Girik,Adat,dll)",1300
600.0,"Balikpapan Utara, Balikpapan",2.0,1.0,90,70,SHM - Sertifikat Hak Milik,1300
2100.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,231,231,SHM - Sertifikat Hak Milik,2200
1750.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,212,100,SHM - Sertifikat Hak Milik,2200
1800.0,"Balikpapan Selatan, Balikpapan",5.0,5.0,190,100,SHM - Sertifikat Hak Milik,3500
2800.0,"Balikpapan Baru, Balikpapan",5.0,4.0,200,298,SHM - Sertifikat Hak Milik,5500
5500.0,"Balikpapan Tengah, Balikpapan",3.0,3.0,620,600,SHM - Sertifikat Hak Milik,9500
850.0,"Balikpapan Utara, Balikpapan",3.0,2.0,150,100,SHM - Sertifikat Hak Milik,1300
585.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,87,36,HGB - Hak Guna Bangunan,1300
4500.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,389,400,SHM - Sertifikat Hak Milik,4400
550.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,72,72,SHM - Sertifikat Hak Milik,1300
2500.0,"Balikpapan Baru, Balikpapan",3.0,2.0,180,119,SHM - Sertifikat Hak Milik,2200
3500.0,"Balikpapan Selatan, Balikpapan",4.0,4.0,160,298,SHM - Sertifikat Hak Milik,5500
1400.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,144,100,SHM - Sertifikat Hak Milik,2200
3500.0,"Balikpapan Selatan, Balikpapan",4.0,6.0,300,300,SHM - Sertifikat Hak Milik,2200
1200.0,"Balikpapan Selatan, Balikpapan",3.0,1.0,150,150,SHM - Sertifikat Hak Milik,2200
850.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,120,120,HGB - Hak Guna Bangunan,1300
1800.0,"Balikpapan Utara, Balikpapan",3.0,3.0,256,150,SHM - Sertifikat Hak Milik,2200
7500.0,"Balikpapan Baru, Balikpapan",6.0,6.0,612,289,SHM - Sertifikat Hak Milik,5500
1880.0,"Balikpapan Utara, Balikpapan",4.0,2.0,206,139,SHM - Sertifikat Hak Milik,3500
950.0,"Balikpapan Utara, Balikpapan",2.0,2.0,120,110,SHM - Sertifikat Hak Milik,2200
1950.0,"Sepinggan, Balikpapan",3.0,2.0,136,190,HGB - Hak Guna Bangunan,1300
3500.0,"Balikpapan Selatan, Balikpapan",4.0,4.0,160,298,SHM - Sertifikat Hak Milik,5500
1150.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,151,79,SHM - Sertifikat Hak Milik,2200
3900.0,"Balikpapan Baru, Balikpapan",3.0,2.0,235,170,SHM - Sertifikat Hak Milik,2200
650.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,72,54,SHM - Sertifikat Hak Milik,4400
2420.0,"Balikpapan Tengah, Balikpapan",4.0,3.0,354,225,SHM - Sertifikat Hak Milik,4400
650.0,"Sumber Rejo, Balikpapan",2.0,1.0,96,45,SHM - Sertifikat Hak Milik,1300
1650.0,"Balikpapan Baru, Balikpapan",3.0,2.0,216,200,SHM - Sertifikat Hak Milik,900
795.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,84,56,SHM - Sertifikat Hak Milik,2200
700.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,85,45,HGB - Hak Guna Bangunan,1300
1200.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,158,120,SHM - Sertifikat Hak Milik,2200
1500.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,180,60,SHM - Sertifikat Hak Milik,2200
1800.0,"Balikpapan Utara, Balikpapan",5.0,4.0,300,308,SHM - Sertifikat Hak Milik,4400
1300.0,"Balikpapan Timur, Balikpapan",2.0,2.0,112,122,SHM - Sertifikat Hak Milik,2200
1000.0,"Batu Ampar, Balikpapan",4.0,2.0,162,100,SHM - Sertifikat Hak Milik,2200
950.0,"Balikpapan Utara, Balikpapan",4.0,2.0,210,150,HGB - Hak Guna Bangunan,2200
673.0,"Sumber Rejo, Balikpapan",3.0,1.0,78,42,SHM - Sertifikat Hak Milik,1300
1200.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,120,90,HGB - Hak Guna Bangunan,1300
900.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,91,60,SHM - Sertifikat Hak Milik,1300
1250.0,"Balikpapan Utara, Balikpapan",3.0,2.0,210,98,SHM - Sertifikat Hak Milik,900
2800.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,126,92,SHM - Sertifikat Hak Milik,2200
1100.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,120,120,SHM - Sertifikat Hak Milik,2200
2800.0,"Balikpapan Utara, Balikpapan",3.0,2.0,311,225,SHM - Sertifikat Hak Milik,3500
1650.0,"Gn. Samarinda, Balikpapan",6.0,2.0,250,246,SHM - Sertifikat Hak Milik,2200
850.0,"Damai, Balikpapan",3.0,3.0,125,135,SHM - Sertifikat Hak Milik,2200
800.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,130,125,SHM - Sertifikat Hak Milik,2200
850.0,"Sepinggan, Balikpapan",3.0,2.0,180,160,HGB - Hak Guna Bangunan,1300
1750.0,"Balikpapan Selatan, Balikpapan",5.0,2.0,300,280,SHM - Sertifikat Hak Milik,3500
1350.0,"Batakan, Balikpapan",4.0,5.0,350,320,SHM - Sertifikat Hak Milik,2200
1250.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,144,100,SHM - Sertifikat Hak Milik,1300
900.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,163,100,SHM - Sertifikat Hak Milik,1300
1100.0,"Batakan, Balikpapan",8.0,4.0,135,120,SHM - Sertifikat Hak Milik,3500
3400.0,"Balikpapan Tengah, Balikpapan",3.0,2.0,305,220,SHM - Sertifikat Hak Milik,1300
1800.0,"Muara Rapak, Balikpapan",6.0,3.0,268,243,SHM - Sertifikat Hak Milik,2200
1710.0,"Balikpapan Utara, Balikpapan",3.0,2.0,98,88,"Lainnya (PPJB,Girik,Adat,dll)",2200
960.0,"Balikpapan Utara, Balikpapan",2.0,2.0,60,47,"Lainnya (PPJB,Girik,Adat,dll)",2200
975.0,"Balikpapan Utara, Balikpapan",2.0,2.0,60,47,SHM - Sertifikat Hak Milik,2200
1250.0,"Balikpapan Utara, Balikpapan",2.0,2.0,60,47,SHM - Sertifikat Hak Milik,2200
700.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,90,60,SHM - Sertifikat Hak Milik,1300
970.0,"Balikpapan Utara, Balikpapan",2.0,2.0,60,47,"Lainnya (PPJB,Girik,Adat,dll)",1300
3370.0,"Balikpapan Utara, Balikpapan",3.0,3.0,220,190,"Lainnya (PPJB,Girik,Adat,dll)",2200
3370.0,"Balikpapan Utara, Balikpapan",3.0,3.0,220,190,"Lainnya (PPJB,Girik,Adat,dll)",2200
500.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,84,42,HGB - Hak Guna Bangunan,1300
2200.0,"Balikpapan Selatan, Balikpapan",4.0,4.0,160,200,SHM - Sertifikat Hak Milik,2200
2200.0,"Balikpapan Selatan, Balikpapan",4.0,4.0,160,200,SHM - Sertifikat Hak Milik,2200
3950.0,"Balikpapan Utara, Balikpapan",3.0,3.0,180,200,SHM - Sertifikat Hak Milik,5500
3950.0,"Balikpapan Utara, Balikpapan",3.0,3.0,180,200,SHM - Sertifikat Hak Milik,5500
1750.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,249,65,SHM - Sertifikat Hak Milik,3500
3500.0,"Balikpapan Selatan, Balikpapan",5.0,3.0,330,100,SHM - Sertifikat Hak Milik,2200
3100.0,"Balikpapan Selatan, Balikpapan",5.0,3.0,389,130,SHM - Sertifikat Hak Milik,2200
1500.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,152,100,SHM - Sertifikat Hak Milik,7600
850.0,"Gn. Samarinda, Balikpapan",2.0,2.0,90,60,SHM - Sertifikat Hak Milik,2200
3500.0,"Balikpapan Utara, Balikpapan",4.0,5.0,319,319,SHM - Sertifikat Hak Milik,4400
450.0,"Balikpapan Utara, Balikpapan",2.0,1.0,120,45,HGB - Hak Guna Bangunan,1300
450.0,"Balikpapan Utara, Balikpapan",2.0,1.0,120,45,HGB - Hak Guna Bangunan,1300
950.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,330,270,SHM - Sertifikat Hak Milik,3500
600.0,"Teritip, Balikpapan",3.0,2.0,182,182,SHM - Sertifikat Hak Milik,900
3500.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,300,250,SHM - Sertifikat Hak Milik,3500
1450.0,"Balikpapan Tengah, Balikpapan",6.0,4.0,215,300,SHM - Sertifikat Hak Milik,2200
1200.0,"Balikpapan Utara, Balikpapan",3.0,2.0,120,125,SHM - Sertifikat Hak Milik,2200
1700.0,"Balikpapan Baru, Balikpapan",5.0,2.0,230,150,SHM - Sertifikat Hak Milik,2200
40.0,"Balikpapan Utara, Balikpapan",2.0,2.0,60,47,"Lainnya (PPJB,Girik,Adat,dll)",1300
450.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,102,65,HGB - Hak Guna Bangunan,900
525.0,"Gunung Bahagia, Balikpapan",2.0,1.0,72,48,SHM - Sertifikat Hak Milik,1300
1900.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,180,250,HGB - Hak Guna Bangunan,2200
570.0,"Sepinggan, Balikpapan",3.0,2.0,100,100,SHM - Sertifikat Hak Milik,1300
470.0,"Balikpapan Utara, Balikpapan",2.0,1.0,84,36,SHM - Sertifikat Hak Milik,1300
1700.0,"Balikpapan Selatan, Balikpapan",5.0,3.0,144,207,SHM - Sertifikat Hak Milik,4400
2500.0,"Balikpapan Baru, Balikpapan",3.0,3.0,200,160,HGB - Hak Guna Bangunan,2200
4500.0,"Balikpapan Baru, Balikpapan",4.0,4.0,342,204,SHM - Sertifikat Hak Milik,5500
750.0,"Gunung Bahagia, Balikpapan",3.0,2.0,130,120,SHM - Sertifikat Hak Milik,2200
2000.0,"Balikpapan Utara, Balikpapan",6.0,3.0,210,270,SHM - Sertifikat Hak Milik,2200
920.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,60,80,HGB - Hak Guna Bangunan,2200
1650.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,121,105,SHM - Sertifikat Hak Milik,4400
800.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,150,144,SHM - Sertifikat Hak Milik,1300
2200.0,"Balikpapan Utara, Balikpapan",3.0,2.0,200,300,SHM - Sertifikat Hak Milik,2200
2500.0,"Balikpapan Tengah, Balikpapan",3.0,2.0,435,350,SHM - Sertifikat Hak Milik,2200
3990.0,"Balikpapan Tengah, Balikpapan",4.0,4.0,356,199,HGB - Hak Guna Bangunan,3500
1700.0,"Balikpapan Utara, Balikpapan",3.0,2.0,160,141,SHM - Sertifikat Hak Milik,2200
1190.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,122,60,SHM - Sertifikat Hak Milik,5500
2100.0,"Karang Jati, Balikpapan",4.0,4.0,286,263,SHM - Sertifikat Hak Milik,2200
1000.0,"Balikpapan Utara, Balikpapan",3.0,2.0,210,190,SHM - Sertifikat Hak Milik,2200
1690.0,"Balikpapan Utara, Balikpapan",3.0,3.0,120,100,SHM - Sertifikat Hak Milik,2200
650.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,72,36,SHM - Sertifikat Hak Milik,1300
895.0,"Balikpapan Tengah, Balikpapan",4.0,2.0,325,240,SHM - Sertifikat Hak Milik,1300
1200.0,"Balikpapan Utara, Balikpapan",2.0,2.0,112,56,SHM - Sertifikat Hak Milik,2200
1600.0,"Balikpapan Baru, Balikpapan",3.0,3.0,216,68,HGB - Hak Guna Bangunan,2200
1300.0,"Damai, Balikpapan",2.0,2.0,120,120,HGB - Hak Guna Bangunan,2200
7000.0,"Damai, Balikpapan",4.0,3.0,450,275,HGB - Hak Guna Bangunan,4400
4500.0,"Balikpapan Baru, Balikpapan",3.0,2.0,554,355,SHM - Sertifikat Hak Milik,4400
895.0,"Gunung Bahagia, Balikpapan",2.0,1.0,150,60,SHM - Sertifikat Hak Milik,1300
620.0,"Balikpapan Utara, Balikpapan",2.0,1.0,165,60,SHM - Sertifikat Hak Milik,1300
7800.0,"Balikpapan Selatan, Balikpapan",6.0,4.0,300,300,SHM - Sertifikat Hak Milik,10000
2300.0,"Balikpapan Selatan, Balikpapan",5.0,4.0,288,200,SHM - Sertifikat Hak Milik,4400
1750.0,"Balikpapan Baru, Balikpapan",3.0,2.0,96,100,SHM - Sertifikat Hak Milik,2200
2500.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,240,116,SHM - Sertifikat Hak Milik,1300
2500.0,"Balikpapan Baru, Balikpapan",3.0,4.0,198,310,HGB - Hak Guna Bangunan,2200
1800.0,"Balikpapan Utara, Balikpapan",3.0,2.0,200,200,SHM - Sertifikat Hak Milik,2200
440.0,"Balikpapan Utara, Balikpapan",2.0,1.0,120,45,SHM - Sertifikat Hak Milik,1300
1000.0,"Sepinggan, Balikpapan",2.0,1.0,144,140,SHM - Sertifikat Hak Milik,1300
1600.0,"Balikpapan Baru, Balikpapan",3.0,2.0,96,100,SHM - Sertifikat Hak Milik,2200
1550.0,"Balikpapan Utara, Balikpapan",4.0,3.0,186,160,SHM - Sertifikat Hak Milik,2200
1530.0,"Sepinggan, Balikpapan",8.0,3.0,380,200,SHM - Sertifikat Hak Milik,4400
5000.0,"Balikpapan Baru, Balikpapan",3.0,3.0,400,200,SHM - Sertifikat Hak Milik,13200
1500.0,"Balikpapan Utara, Balikpapan",3.0,1.0,136,85,SHM - Sertifikat Hak Milik,1300
1700.0,"Balikpapan Baru, Balikpapan",3.0,2.0,240,170,SHM - Sertifikat Hak Milik,2200
3650.0,"Balikpapan Utara, Balikpapan",4.0,5.0,319,200,SHM - Sertifikat Hak Milik,4400
850.0,"Batu Ampar, Balikpapan",3.0,1.0,100,70,SHM - Sertifikat Hak Milik,2200
985.0,"Balikpapan Timur, Balikpapan",5.0,4.0,200,176,SHM - Sertifikat Hak Milik,3500
985.0,"Batu Ampar, Balikpapan",3.0,2.0,170,72,SHM - Sertifikat Hak Milik,5500
600.0,"Sumber Rejo, Balikpapan",2.0,1.0,72,36,SHM - Sertifikat Hak Milik,1300
4500.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,300,260,SHM - Sertifikat Hak Milik,2200
2200.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,306,251,SHM - Sertifikat Hak Milik,2200
4000.0,"Balikpapan Tengah, Balikpapan",4.0,3.0,625,160,SHM - Sertifikat Hak Milik,2200
3900.0,"Balikpapan Utara, Balikpapan",5.0,6.0,770,350,SHM - Sertifikat Hak Milik,4400
2600.0,"Balikpapan Utara, Balikpapan",3.0,2.0,311,225,SHM - Sertifikat Hak Milik,3500
1090.0,"Balikpapan Kota, Balikpapan",6.0,4.0,150,174,SHM - Sertifikat Hak Milik,3500
1900.0,"Balikpapan Utara, Balikpapan",3.0,2.0,650,276,SHM - Sertifikat Hak Milik,2200
950.0,"Sumber Rejo, Balikpapan",2.0,2.0,72,66,SHM - Sertifikat Hak Milik,1300
800.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,90,60,HGB - Hak Guna Bangunan,2200
4300.0,"Balikpapan Utara, Balikpapan",3.0,3.0,610,400,SHM - Sertifikat Hak Milik,3500
1500.0,"Balikpapan Tengah, Balikpapan",3.0,1.0,200,96,SHM - Sertifikat Hak Milik,1300
1750.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,175,36,SHM - Sertifikat Hak Milik,2200
385.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,72,36,HGB - Hak Guna Bangunan,1300
1900.0,"Kariangau, Balikpapan",3.0,2.0,900,500,SHM - Sertifikat Hak Milik,5500
790.0,"Balikpapan Utara, Balikpapan",2.0,1.0,96,72,SHM - Sertifikat Hak Milik,1300
1000.0,"Balikpapan Utara, Balikpapan",4.0,2.0,175,175,"Lainnya (PPJB,Girik,Adat,dll)",1300
1300.0,"Balikpapan Utara, Balikpapan",2.0,1.0,117,45,SHM - Sertifikat Hak Milik,1300
1500.0,"Batu Ampar, Balikpapan",6.0,4.0,200,240,SHM - Sertifikat Hak Milik,1300
650.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,78,36,HGB - Hak Guna Bangunan,1300
5500.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,665,400,SHM - Sertifikat Hak Milik,4400
750.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,120,120,HGB - Hak Guna Bangunan,2200
