judul,kategori,prices,info,hyperlink,img_hyperlinks
Apartemen baru jual murah Borneo Bay,Apartemen,Rp 1 MiliarCicilan : 4 Jutaan per bulan,11LB : 42 m²,https://www.rumah123.com//properti/balikpapan/aps2778258/,https://picture.rumah123.com/r123-images/720x420-crop/customer/29766/2022-12-09-11-17-14-104d38a7-505c-416c-928a-5d48db2c29fe.jpg
Apartemen baru lt.19 jual murah Borneo Bay,Apartemen,"Rp 1,4 MiliarCicilan : 6 Jutaan per bulan",21LB : 56 m²,https://www.rumah123.com//properti/balikpapan/aps2778221/,https://picture.rumah123.com/r123-images/720x420-crop/customer/29766/2022-12-09-10-14-47-4a77303d-61fb-4e7e-acba-e8058b7ebc50.jpg
Apartemen baru jual murah Borneo Bay,Apartemen,"Rp 1,4 MiliarCicilan : 6 Jutaan per bulan",21LB : 56 m²,https://www.rumah123.com//properti/balikpapan/aps2778212/,https://picture.rumah123.com/r123-images/720x420-crop/customer/29766/2022-12-09-10-08-09-f1831d03-be0f-49ee-bfb2-00ce70fd1831.jpg
Apartemen baru jual muraaah Borneo Bay,Apartemen,"Rp 1,4 MiliarCicilan : 6 Jutaan per bulan",21LB : 56 m²,https://www.rumah123.com//properti/balikpapan/aps2778202/,https://picture.rumah123.com/r123-images/720x420-crop/customer/29766/2022-12-09-09-58-47-bcfbc75c-ca39-40ca-8996-9ca1b7dacef9.jpg
RUMAH LUAS MEWAH DENGAN KOLAM RENANG DALAM KAWASAN RUMAH ELITE BALIKPAPAN,Rumah,"Rp 9,5 MiliarCicilan : 43 Jutaan per bulan",43LT : 670 m²LB : 400 m²,https://www.rumah123.com//properti/balikpapan/hos12044982/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12044982/original/hos12044982-rumah-di-jual-di-balikpapan-selatan-balikpapan-1670552610.jpg
CEPAT TURUN HARGA DI PERUMAHAN REGENCY,Rumah,Rp 730 JutaCicilan : 3 Jutaan per bulan,32LT : 84 m²LB : 56 m²,https://www.rumah123.com//properti/balikpapan/hos11975015/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11975015/original/hos11975015-rumah-di-jual-di-balikpapan-selatan-balikpapan-1669960923.jpg
RUMAH TUMBUH MEWAH TANAH LUAS DALAM PERUMAHAN ELITE BALIKPAPAN,Rumah,"Rp 5,6 MiliarCicilan : 25 Jutaan per bulan",44LT : 400 m²LB : 250 m²,https://www.rumah123.com//properti/balikpapan/hos11974714/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11974714/original/hos11974714-rumah-di-jual-di-balikpapan-baru-balikpapan-1669957820.jpg
RUMAH 2 LANTAI 4 PINTU SIAP HUNI DI BATAKAN MAS,Rumah,"Rp 1,1 MiliarCicilan : 5 Jutaan per bulan",84LT : 135 m²LB : 120 m²,https://www.rumah123.com//properti/balikpapan/hos11836297/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11836297/original/hos11836297-rumah-di-jual-di-batakan-balikpapan-1668808623.jpg
RUMAH MINIMALIS  BERSIH TERAWAT SIAP HUNI DI BALIKPAPAN BARU,Rumah,"Rp 1,7 MiliarCicilan : 7 Jutaan per bulan",32LT : 200 m²LB : 150 m²,https://www.rumah123.com//properti/balikpapan/hos11836288/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11836288/original/hos11836288-rumah-di-jual-di-balikpapan-baru-balikpapan-1668807823.jpg
LUXURY STUDIO APARTMENT BORNEO BAY BALIKPAPAN,Apartemen,Rp 750 JutaCicilan : 3 Jutaan per bulan,11LB : 31 m²,https://www.rumah123.com//properti/balikpapan/aps2755001/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap27/2755001/original/aps2755001-apartemen-di-jual-di-klandasan-ilir-balikpapan-1668131501.jpg
RUMAH MURAH DALAM PERUMAHAN BALIKPAPAN,Rumah,Rp 845 JutaCicilan : 3 Jutaan per bulan,21LT : 143 m²LB : 125 m²,https://www.rumah123.com//properti/balikpapan/hos11665635/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11665635/original/hos11665635-rumah-di-jual-di-balikpapan-selatan-balikpapan-1667544431.jpg
APARTEMEN STRATEGIS DI KAWASAN SUDIRMAN,Apartemen,"Rp 1,6 MiliarCicilan : 7 Jutaan per bulan",21LB : 65 m²,https://www.rumah123.com//properti/balikpapan/aps2749872/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap27/2749872/original/aps2749872-apartemen-di-jual-di-klandasan-ilir-balikpapan-1679986971.jpg
APPARTEMEN BORNEO BAY  BR  1  FULL FURNISH  SIAP HUNI,Apartemen,Rp 1 MiliarCicilan : 4 Jutaan per bulan,11LB : 41 m²,https://www.rumah123.com//properti/balikpapan/aps2749576/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap27/2749576/original/aps2749576-apartemen-di-jual-di-klandasan-ilir-balikpapan-1667531293.jpg
APPARTEMEN BORNEO BAY  BR 1 FULL FURNISH  SIAP HUNI,Apartemen,Rp 1 MiliarCicilan : 4 Jutaan per bulan,11LB : 41 m²,https://www.rumah123.com//properti/balikpapan/aps2749574/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap27/2749574/original/aps2749574-apartemen-di-jual-di-klandasan-ilir-balikpapan-1667531258.jpg
APPARTEMEN  ANNEX  BORNEO BAY  BR 2 FULL FURNISH SIAP HUNI,Apartemen,"Rp 1,4 MiliarCicilan : 6 Jutaan per bulan",21LB : 55 m²,https://www.rumah123.com//properti/balikpapan/aps2749569/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap27/2749569/original/aps2749569-apartemen-di-jual-di-klandasan-ilir-balikpapan-1667531087.jpg
APARTEMEN STRATEGIS DI KAWASAN SUDIRMAN,Apartemen,Rp 700 JutaCicilan : 3 Jutaan per bulan,11LB : 31 m²,https://www.rumah123.com//properti/balikpapan/aps2749568/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap27/2749568/original/aps2749568-apartemen-di-jual-di-klandasan-ilir-balikpapan-1679986974.jpg
RUMAH DUA LANTAI TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,Rumah,"Rp 1,8 MiliarCicilan : 8 Jutaan per bulan",32LT : 144 m²LB : 120 m²,https://www.rumah123.com//properti/balikpapan/hos11582454/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11582454/original/hos11582454-rumah-di-jual-di-balikpapan-baru-balikpapan-1666923136.jpg
Rumah Minimalis di tengah Kota Balikpapan ,Rumah,Rp 550 JutaCicilan : 2 Jutaan per bulan,212LT : 150 m²LB : 48 m²,https://www.rumah123.com//properti/balikpapan/hos11427490/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11427490/original/hos11427490-rumah-di-jual-di-balikpapan-utara-balikpapan-1665716020.jpg
RUMAH MEWAH TENGAH KOTA,Rumah,"Rp 1,35 MiliarCicilan : 6 Jutaan per bulan",53LT : 137 m²LB : 280 m²,https://www.rumah123.com//properti/balikpapan/hos11351437/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11351437/original/hos11351437-rumah-di-jual-di-telaga-sari-balikpapan-1665126439.jpg
Rumah model Belanda Minimalis dan bagus.,Rumah,"Rp 1,2 MiliarCicilan : 5 Jutaan per bulan",32LT : 140 m²LB : 90 m²,https://www.rumah123.com//properti/balikpapan/hos11274851/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11274851/original/hos11274851-rumah-di-jual-di-sepinggan-balikpapan-1664515019.jpg
RUMAH LUAS DUA LANTAI DALAM PERUMAHAN ELITE BALIKPAPAN,Rumah,"Rp 2,7 MiliarCicilan : 12 Jutaan per bulan",32LT : 148 m²LB : 180 m²,https://www.rumah123.com//properti/balikpapan/hos11203271/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11203271/original/hos11203271-rumah-di-jual-di-balikpapan-utara-balikpapan-1663911551.jpg
SEPASANG RUMAH MINIMALIS MODERN,Rumah,"Rp 2,4 MiliarCicilan : 10 Jutaan per bulan",64LT : 220 m²LB : 230 m²,https://www.rumah123.com//properti/balikpapan/hos11203261/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11203261/original/hos11203261-rumah-di-jual-di-balikpapan-baru-balikpapan-1703831258.jpg
Rumah Cantik Konsep Tunggal Tanah Luas,Rumah,Rp 405 JutaCicilan : 1 Jutaan per bulan,211LT : 150 m²LB : 39 m²,https://www.rumah123.com//properti/balikpapan/hos10845530/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1355633/2022-08-12-06-04-36-491a83b6-4fcd-495c-9472-14202cf72e88.png
Apartemen Pentapolis Baru 2 Kamar Tidur Unfurnished,Apartemen,"Rp 1,25 MiliarCicilan : 5 Jutaan per bulan",21LB : 48 m²,https://www.rumah123.com//properti/balikpapan/aps2677565/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1643432/2022-08-05-23-48-44-230bdc51-05d8-4d40-8f5e-c8fba6b7bc30.jpg
RUMAH DI AREA AGUNG TUNGGAL,Rumah,"Rp 3,8 MiliarCicilan : 17 Jutaan per bulan",43LT : 400 m²LB : 230 m²,https://www.rumah123.com//properti/balikpapan/hos10791186/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10791186/original/hos10791186-rumah-di-jual-di-damai-balikpapan-1659683103.jpg
"BALIKPAPAN BARU,  RUMAH COCOK UNTUK MESS",Rumah,"Rp 2,3 MiliarCicilan : 10 Jutaan per bulan",62LT : 234 m²LB : 156 m²,https://www.rumah123.com//properti/balikpapan/hos10787701/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10787701/original/hos10787701-rumah-di-jual-di-balikpapan-baru-balikpapan-1659662489.jpg
RUMAH TUMBUH MURAH DALAM PERUMAHAN ELITE BALIKPAPAN,Rumah,"Rp 1,35 MiliarCicilan : 6 Jutaan per bulan",22LT : 144 m²LB : 75 m²,https://www.rumah123.com//properti/balikpapan/hos10736155/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10736155/original/hos10736155-rumah-di-jual-di-balikpapan-selatan-balikpapan-1659058596.jpg
RUMAH TERAWAT BERSIH DAN BARU DI CAT DALAM PERUMAHAN PADAT PENDUDUK BALIKPAPAN,Rumah,Rp 800 JutaCicilan : 3 Jutaan per bulan,21LT : 115 m²LB : 45 m²,https://www.rumah123.com//properti/balikpapan/hos9219644/,https://picture.rumah123.com/r123/720x420-crop/house/ho92/9219644/original/hos9219644-rumah-di-jual-di-balikpapan-selatan-balikpapan-1637742841.jpg
RUMAH LUAS DENGAN KOLAM RENANG DALAM PERUMAHAN DI BALIKPAPAN,Rumah,"Rp 3,75 MiliarCicilan : 17 Jutaan per bulan",45LT : 319 m²LB : 450 m²,https://www.rumah123.com//properti/balikpapan/hos10240671/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10240671/original/hos10240671-rumah-di-jual-di-balikpapan-utara-balikpapan-1652755409.jpg
RUMAH MEWAH LUAS DENGAN KOLAM RENANG DI PERUMAHAN ELITE BALIKPAPAN,Rumah,"Rp 5,78 MiliarCicilan : 26 Jutaan per bulan",33LT : 665 m²LB : 400 m²,https://www.rumah123.com//properti/balikpapan/hos10053776/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10053776/original/hos10053776-rumah-di-jual-di-balikpapan-tengah-balikpapan-1649637222.jpg
RUMAH TUMBUH HOOK BARU RENOVASI  DALAM PERUMAHAN BALIKPAPAN,Rumah,"Rp 1,67 MiliarCicilan : 7 Jutaan per bulan",21LT : 250 m²LB : 80 m²,https://www.rumah123.com//properti/balikpapan/hos9299751/,https://picture.rumah123.com/r123/720x420-crop/house/ho92/9299751/original/hos9299751-rumah-di-jual-di-balikpapan-utara-balikpapan-1638929965.jpg
RUMAH HOMY COZY LUAS DALAM PERUMAHAN ELITE BALIKPAPAN,Rumah,Rp 2 MiliarCicilan : 9 Jutaan per bulan,22LT : 285 m²LB : 135 m²,https://www.rumah123.com//properti/balikpapan/hos9777720/,https://picture.rumah123.com/r123/720x420-crop/house/ho97/9777720/original/hos9777720-rumah-di-jual-di-balikpapan-utara-balikpapan-1645845249.jpg
RUMAH DUA LANTAI TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,Rumah,"Rp 1,5 MiliarCicilan : 6 Jutaan per bulan",32LT : 120 m²LB : 93 m²,https://www.rumah123.com//properti/balikpapan/hos9626626/,https://picture.rumah123.com/r123/720x420-crop/house/ho96/9626626/original/hos9626626-rumah-di-jual-di-balikpapan-baru-balikpapan-1644027128.jpg
RUMAH HOMY DUA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,Rumah,Rp 875 JutaCicilan : 3 Jutaan per bulan,22LT : 120 m²LB : 100 m²,https://www.rumah123.com//properti/balikpapan/hos10014843/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10014843/original/hos10014843-rumah-di-jual-di-balikpapan-utara-balikpapan-1649117610.jpg
RUMAH TUMBUH MURAH DALAM PERUMAHAN ELITE BALIKPAPAN,Rumah,"Rp 1,2 MiliarCicilan : 5 Jutaan per bulan",21LT : 140 m²LB : 100 m²,https://www.rumah123.com//properti/balikpapan/hos10146593/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10146593/original/hos10146593-rumah-di-jual-di-balikpapan-baru-balikpapan-1650935005.jpg
RUMAH LUAS DUA SETENGAH LANTAI DALAM PERUMAHAN ELITE BALIKPAPAN,Rumah,"Rp 2,4 MiliarCicilan : 10 Jutaan per bulan",44LT : 160 m²LB : 320 m²,https://www.rumah123.com//properti/balikpapan/hos10213865/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10213865/original/hos10213865-rumah-di-jual-di-balikpapan-baru-balikpapan-1652326419.jpg
RUMAH HOMY SIAP HUNI TIGA KAMAR TIDUR DALAM PERUMAHAN WIKA ELITE BALIKPAPAN,Rumah,"Rp 1,42 MiliarCicilan : 6 Jutaan per bulan",32LT : 211 m²LB : 200 m²,https://www.rumah123.com//properti/balikpapan/hos10240702/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10240702/original/hos10240702-rumah-di-jual-di-gn.-samarinda-balikpapan-1652755586.jpg
RUMAH TIGA KAMAR TIDUR BARU RENOVASI MINIMALIS DI TENGAH KOTA BALIKPAPAN,Rumah,Rp 650 JutaCicilan : 2 Jutaan per bulan,31LT : 120 m²LB : 90 m²,https://www.rumah123.com//properti/balikpapan/hos10255407/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10255407/original/hos10255407-rumah-di-jual-di-balikpapan-selatan-balikpapan-1652926347.jpg
RUMAH HOMY DUA KAMAR TIDUR DALAM PERUMAHAN WIKA ELITE BALIKPAPAN,Rumah,Rp 875 JutaCicilan : 3 Jutaan per bulan,22LT : 120 m²LB : 100 m²,https://www.rumah123.com//properti/balikpapan/hos10255376/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10255376/original/hos10255376-rumah-di-jual-di-balikpapan-utara-balikpapan-1652926012.jpg
RUMAH DUA LANTAI LUAS HOMY  COZY DALAM PERUMAHAN ELITE BALIKPAPAN,Rumah,"Rp 1,75 MiliarCicilan : 7 Jutaan per bulan",33LT : 256 m²LB : 150 m²,https://www.rumah123.com//properti/balikpapan/hos10271803/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10271803/original/hos10271803-rumah-di-jual-di-balikpapan-utara-balikpapan-1653139849.jpg
RUMAH LUAS BESAR DI BOULEVARD PERUMAHAN ELITE BALIKPAPAN,Rumah,Rp 7 MiliarCicilan : 31 Jutaan per bulan,43LT : 648 m²LB : 176 m²,https://www.rumah123.com//properti/balikpapan/hos10503034/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10503034/original/hos10503034-rumah-di-jual-di-balikpapan-baru-balikpapan-1656299440.jpg
Rumah minimalis modern di balikpapan regency,Rumah,Rp 700 JutaCicilan : 3 Jutaan per bulan,211LT : 112 m²LB : 42 m²,https://www.rumah123.com//properti/balikpapan/hos10635905/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2022-07-15-14-31-44-3bab3786-d672-4a37-83cf-af54fe7673a8.jpg
Rumah minimalis modern di dalam perumahan regency,Rumah,Rp 900 JutaCicilan : 4 Jutaan per bulan,212LT : 112 m²LB : 45 m²,https://www.rumah123.com//properti/balikpapan/hos10635542/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2022-07-15-13-10-25-73e328b7-1c55-4b93-aca6-e6485b6c304d.jpg
Rumah elite di hook di balikpapan regency,Rumah,"Rp 1,9 MiliarCicilan : 8 Jutaan per bulan",321LT : 256 m²LB : 68 m²,https://www.rumah123.com//properti/balikpapan/hos10635450/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2022-07-15-12-46-02-467db767-9f53-4eb7-bfb9-c4f4d76f696e.jpg
"Rumah di hook di perumahan komplek ramayana di Jl.soekarno hatta kilo 3,5 komplek ramayana",Rumah,Rp 600 JutaCicilan : 2 Jutaan per bulan,322LT : 120 m²LB : 90 m²,https://www.rumah123.com//properti/balikpapan/hos10633805/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2022-07-15-09-51-24-4f9dea7a-ef6f-4c89-988c-83bcfe480565.jpg
RUMAH CANTIK TURUN HARGA,Rumah,"Rp 2,25 MiliarCicilan : 10 Jutaan per bulan",45LT : 210 m²LB : 155 m²,https://www.rumah123.com//properti/balikpapan/hos10628126/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10628126/original/hos10628126-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703826429.jpg
CEPAT RUMAH CANTIK DI PERUMAHAN ELITE CIPUTRA,Rumah,"Rp 4,5 MiliarCicilan : 20 Jutaan per bulan",42LT : 356 m²LB : 199 m²,https://www.rumah123.com//properti/balikpapan/hos10210804/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10210804/original/hos10210804-rumah-di-jual-di-balikpapan-selatan-balikpapan-1652264586.jpg
RUMAH CANTIK DEKAT PANTAI DI KAWASAN MULAWARMAN,Rumah,Rp 10 MiliarCicilan : 45 Jutaan per bulan,45LT : 826 m²LB : 998 m²,https://www.rumah123.com//properti/balikpapan/hos10504188/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10504188/original/hos10504188-rumah-di-jual-di-sepinggan-balikpapan-1679986071.jpg
PERUMAHAN MEWAH DI KAWASAN SEPINGGAN,Rumah,"Rp 6,5 MiliarCicilan : 29 Jutaan per bulan",54LT : 500 m²LB : 400 m²,https://www.rumah123.com//properti/balikpapan/hos10519927/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10519927/original/hos10519927-rumah-di-jual-di-balikpapan-selatan-balikpapan-1679985564.jpg
DI JUAL CEPAT RUMAH LANTAI 2 SHM DI PERAHAN REGENCY,Rumah,"Rp 1,1 MiliarCicilan : 5 Jutaan per bulan",32LT : 150 m²LB : 100 m²,https://www.rumah123.com//properti/balikpapan/hos10554012/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10554012/original/hos10554012-rumah-di-jual-di-sepinggan-balikpapan-1679985984.jpg
HOMMY COZY TERAWAT DALAM CLUSTER,Rumah,"Rp 1,1 MiliarCicilan : 5 Jutaan per bulan",22LT : 162 m²LB : 100 m²,https://www.rumah123.com//properti/balikpapan/hos10350467/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10350467/original/hos10350467-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703827379.jpg
"RUMAH BALIKPAPAN BARU, CLUSTER PARIS LOKASI DEPAN MALL FANTASI BB",Rumah,Rp 5 MiliarCicilan : 22 Jutaan per bulan,64LT : 612 m²LB : 350 m²,https://www.rumah123.com//properti/balikpapan/hos10346393/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10346393/original/hos10346393-rumah-di-jual-di-balikpapan-baru-balikpapan-1654224420.jpg
RUMAH TINGGAL DI AREA BATU AMPAR,Rumah,Rp 700 JutaCicilan : 3 Jutaan per bulan,32LT : 200 m²LB : 90 m²,https://www.rumah123.com//properti/balikpapan/hos10303890/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10303890/original/hos10303890-rumah-di-jual-di-balikpapan-utara-balikpapan-1703831481.jpg
RUMAH DI BAWAH HARGA UPRAISAL BANK,Rumah,Rp 1 MiliarCicilan : 4 Jutaan per bulan,43LT : 200 m²LB : 200 m²,https://www.rumah123.com//properti/balikpapan/hos10303835/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10303835/original/hos10303835-rumah-di-jual-di-balikpapan-tengah-balikpapan-1703832599.jpg
"BALIKPAPAN,  RUMAH LAHAN LUAS DIKOTA (Y360)",Rumah,"Rp 3,7 MiliarCicilan : 16 Jutaan per bulan",118LT : 1115 m²LB : 550 m²,https://www.rumah123.com//properti/balikpapan/hos9824740/,https://picture.rumah123.com/r123/720x420-crop/house/ho98/9824740/original/hos9824740-rumah-di-jual-di-balikpapan-utara-balikpapan-1646621656.jpg
Pelangi Residence,Rumah,Rp 550 JutaCicilan : 2 Jutaan per bulan,2LT : 104 m²LB : 90 m²,https://www.rumah123.com//properti/balikpapan/hos10262809/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10262809/original/hos10262809-rumah-di-jual-di-balikpapan-selatan-di-balikpapan-16530174676544.jpg
"RUMAH SECOND DI PUSAT KOTA JALAN UTAMA A YANI, COCOK BUAT KANTOR, GUDANG DLL",Rumah,Rp 10 MiliarCicilan : 45 Jutaan per bulan,83LT : 307 m²LB : 250 m²,https://www.rumah123.com//properti/balikpapan/hos10220795/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10220795/original/hos10220795-rumah-di-jual-di-balikpapan-tengah-balikpapan-1652409613.jpg
Jual cepat rumah walet di Kalimantan Timur akses jln raya siap di tawar,Rumah,"Rp 3,5 MiliarCicilan : 15 Jutaan per bulan",LT : 432 m²LB : 400 m²,https://www.rumah123.com//properti/balikpapan/hos10170826/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10170826/original/hos10170826-rumah-di-jual-di-balikpapan-timur-di-balikpapan-16512750477254.jpg
DI JUAL RUMAH BANGUNAN KOKOH SHM DI PERUMAHAN PUPUK,Rumah,"Rp 4,5 MiliarCicilan : 20 Jutaan per bulan",44LT : 600 m²LB : 400 m²,https://www.rumah123.com//properti/balikpapan/hos10128764/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10128764/original/hos10128764-rumah-di-jual-di-balikpapan-selatan-balikpapan-1679985975.jpg
"RUMAH MEWAH, LANGSUNG CUAN",Rumah,"Rp 1,1 MiliarCicilan : 5 Jutaan per bulan",2810LT : 200 m²LB : 200 m²,https://www.rumah123.com//properti/balikpapan/hos10082606/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082606/original/hos10082606-rumah-di-jual-di-balikpapan-selatan-balikpapan-1650005190.jpg
RUMAH ASRI DAN NYAMAN,Rumah,Rp 295 JutaCicilan : 1 Jutaan per bulan,21LT : 120 m²LB : 36 m²,https://www.rumah123.com//properti/balikpapan/hos10082605/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082605/original/hos10082605-rumah-di-jual-di-balikpapan-timur-balikpapan-1650005190.jpg
RUMAH TINGKAT TERAWAT,Rumah,Rp 800 JutaCicilan : 3 Jutaan per bulan,22LT : 96 m²LB : 120 m²,https://www.rumah123.com//properti/balikpapan/hos10082604/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082604/original/hos10082604-rumah-di-jual-di-balikpapan-utara-balikpapan-1650005189.jpg
RUMAH KLASIK TENGAH KOTA,Rumah,Rp 4 MiliarCicilan : 18 Jutaan per bulan,52LT : 427 m²LB : 300 m²,https://www.rumah123.com//properti/balikpapan/hos10082603/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082603/original/hos10082603-rumah-di-jual-di-balikpapan-tengah-balikpapan-1650005189.jpg
RUMAH TERAWAT DUA LANTAI,Rumah,Rp 700 JutaCicilan : 3 Jutaan per bulan,33LT : 120 m²LB : 210 m²,https://www.rumah123.com//properti/balikpapan/hos10082600/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082600/original/hos10082600-rumah-di-jual-di-balikpapan-selatan-balikpapan-1650005187.jpg
RUMAH 2 LANTAI PLUS RUKO,Rumah,Rp 950 JutaCicilan : 4 Jutaan per bulan,42LT : 218 m²LB : 218 m²,https://www.rumah123.com//properti/balikpapan/hos10082529/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082529/original/hos10082529-rumah-di-jual-di-balikpapan-utara-balikpapan-1650004469.jpg
RUMAH MINIMALIS MODERN,Rumah,"Rp 1,5 MiliarCicilan : 6 Jutaan per bulan",33LT : 268 m²LB : 177 m²,https://www.rumah123.com//properti/balikpapan/hos10082528/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082528/original/hos10082528-rumah-di-jual-di-balikpapan-utara-balikpapan-1650004469.jpg
SIAPA CEPAT DIA DAPAT,Rumah,Rp 900 JutaCicilan : 4 Jutaan per bulan,22LT : 191 m²LB : 72 m²,https://www.rumah123.com//properti/balikpapan/hos10082525/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082525/original/hos10082525-rumah-di-jual-di-balikpapan-timur-balikpapan-1650004466.jpg
RUMAH PERUM HER 2,Rumah,Rp 390 JutaCicilan : 1 Jutaan per bulan,21LT : 120 m²LB : 120 m²,https://www.rumah123.com//properti/balikpapan/hos10082526/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082526/original/hos10082526-rumah-di-jual-di-balikpapan-selatan-balikpapan-1650004466.jpg
RUMAH 2 LANTAI,Rumah,Rp 450 JutaCicilan : 2 Jutaan per bulan,31LT : 118 m²LB : 110 m²,https://www.rumah123.com//properti/balikpapan/hos10082524/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082524/original/hos10082524-rumah-di-jual-di-balikpapan-utara-balikpapan-1650004465.jpg
SIAPA CEPAT DIA DAPAT,Rumah,Rp 550 JutaCicilan : 2 Jutaan per bulan,1010LT : 175 m²LB : 175 m²,https://www.rumah123.com//properti/balikpapan/hos10082523/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082523/original/hos10082523-rumah-di-jual-di-prapatan-balikpapan-1650004463.jpg
RUMAH + TANAH YANG LUAS DITENGAH KOTA,Rumah,"Rp 2,8 MiliarCicilan : 12 Jutaan per bulan",32LT : 733 m²LB : 136 m²,https://www.rumah123.com//properti/balikpapan/hos10082521/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082521/original/hos10082521-rumah-di-jual-di-balikpapan-tengah-balikpapan-1650004462.jpg
PERUMNAS BATU AMPAR,Rumah,"Rp 1,7 MiliarCicilan : 7 Jutaan per bulan",52LT : 155 m²LB : 172 m²,https://www.rumah123.com//properti/balikpapan/hos10082520/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082520/original/hos10082520-rumah-di-jual-di-balikpapan-utara-balikpapan-1650004461.jpg
APARTEMEN ELIT,Apartemen,"Rp 2,99 MiliarCicilan : 13 Jutaan per bulan",21LB : 80 m²,https://www.rumah123.com//properti/balikpapan/aps2607708/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap26/2607708/original/aps2607708-apartemen-di-jual-di-klandasan-ilir-balikpapan-1650004456.jpg
TANAH LUAS PLUS RUMAH,Rumah,Rp 900 JutaCicilan : 4 Jutaan per bulan,43LT : 450 m²LB : 117 m²,https://www.rumah123.com//properti/balikpapan/hos10082516/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082516/original/hos10082516-rumah-di-jual-di-manggar-balikpapan-1650004455.jpg
