Unnamed: 0,Judul,Harga,Lokasi,Hyperlink,Img_Hyperlink,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
306,PERUMAHAN MEWAH DI KAWASAN SEPINGGAN,"Rp 6,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10519927/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10519927/original/hos10519927-rumah-di-jual-di-balikpapan-selatan-balikpapan-1679985564.jpg,5.0,4.0,500 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1.0,,,,,,,,,,,,Dijual
307,DI JUAL CEPAT RUMAH LANTAI 2 SHM DI PERAHAN REGENCY,"Rp 1,1 Miliar","Sepinggan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10554012/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10554012/original/hos10554012-rumah-di-jual-di-sepinggan-balikpapan-1679985984.jpg,3.0,2.0,150 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
308,HOMMY COZY TERAWAT DALAM CLUSTER,"Rp 1,1 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10350467/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10350467/original/hos10350467-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703827379.jpg,2.0,2.0,162 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
309,"RUMAH BALIKPAPAN BARU, CLUSTER PARIS LOKASI DEPAN MALL FANTASI BB",Rp 5 Miliar,"Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10346393/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10346393/original/hos10346393-rumah-di-jual-di-balikpapan-baru-balikpapan-1654224420.jpg,6.0,4.0,612 m²,350 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
310,RUMAH TINGGAL DI AREA BATU AMPAR,Rp 700 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10303890/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10303890/original/hos10303890-rumah-di-jual-di-balikpapan-utara-balikpapan-1703831481.jpg,3.0,2.0,200 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
311,RUMAH DI BAWAH HARGA UPRAISAL BANK,Rp 1 Miliar,"Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10303835/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10303835/original/hos10303835-rumah-di-jual-di-balikpapan-tengah-balikpapan-1703832599.jpg,4.0,3.0,200 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
312,"BALIKPAPAN,  RUMAH LAHAN LUAS DIKOTA (Y360)","Rp 3,7 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9824740/,https://picture.rumah123.com/r123/720x420-crop/house/ho98/9824740/original/hos9824740-rumah-di-jual-di-balikpapan-utara-balikpapan-1646621656.jpg,11.0,8.0,1115 m²,550 m²,,Rumah,SHM - Sertifikat Hak Milik,7600 Watt,,,,,,,,,,,,,Dijual
313,Pelangi Residence,Rp 550 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10262809/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10262809/original/hos10262809-rumah-di-jual-di-balikpapan-selatan-di-balikpapan-16530174676544.jpg,2.0,,104 m²,90 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,,1.0,,,,,,,Dijual
314,"RUMAH SECOND DI PUSAT KOTA JALAN UTAMA A YANI, COCOK BUAT KANTOR, GUDANG DLL",Rp 10 Miliar,"Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10220795/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10220795/original/hos10220795-rumah-di-jual-di-balikpapan-tengah-balikpapan-1652409613.jpg,8.0,3.0,307 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
315,Jual cepat rumah walet di Kalimantan Timur akses jln raya siap di tawar,"Rp 3,5 Miliar","Balikpapan Timur, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10170826/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10170826/original/hos10170826-rumah-di-jual-di-balikpapan-timur-di-balikpapan-16512750477254.jpg,,,432 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,1.0,,,,,,Butuh Renovasi,Dijual
316,DI JUAL RUMAH BANGUNAN KOKOH SHM DI PERUMAHAN PUPUK,"Rp 4,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10128764/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10128764/original/hos10128764-rumah-di-jual-di-balikpapan-selatan-balikpapan-1679985975.jpg,4.0,4.0,600 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,2.0,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
317,"RUMAH MEWAH, LANGSUNG CUAN","Rp 1,1 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10082606/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082606/original/hos10082606-rumah-di-jual-di-balikpapan-selatan-balikpapan-1650005190.jpg,28.0,10.0,200 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
318,RUMAH ASRI DAN NYAMAN,Rp 295 Juta,"Balikpapan Timur, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10082605/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082605/original/hos10082605-rumah-di-jual-di-balikpapan-timur-balikpapan-1650005190.jpg,2.0,1.0,120 m²,36 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
319,RUMAH TINGKAT TERAWAT,Rp 800 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10082604/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082604/original/hos10082604-rumah-di-jual-di-balikpapan-utara-balikpapan-1650005189.jpg,2.0,2.0,96 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
320,RUMAH KLASIK TENGAH KOTA,Rp 4 Miliar,"Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10082603/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082603/original/hos10082603-rumah-di-jual-di-balikpapan-tengah-balikpapan-1650005189.jpg,5.0,2.0,427 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
321,RUMAH TERAWAT DUA LANTAI,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10082600/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082600/original/hos10082600-rumah-di-jual-di-balikpapan-selatan-balikpapan-1650005187.jpg,3.0,3.0,120 m²,210 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,,,,,,,,,,,Dijual
322,RUMAH 2 LANTAI PLUS RUKO,Rp 950 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10082529/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082529/original/hos10082529-rumah-di-jual-di-balikpapan-utara-balikpapan-1650004469.jpg,4.0,2.0,218 m²,218 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
323,RUMAH MINIMALIS MODERN,"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10082528/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082528/original/hos10082528-rumah-di-jual-di-balikpapan-utara-balikpapan-1650004469.jpg,3.0,3.0,268 m²,177 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
324,SIAPA CEPAT DIA DAPAT,Rp 900 Juta,"Balikpapan Timur, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10082525/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082525/original/hos10082525-rumah-di-jual-di-balikpapan-timur-balikpapan-1650004466.jpg,2.0,2.0,191 m²,72 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
325,RUMAH PERUM HER 2,Rp 390 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10082526/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082526/original/hos10082526-rumah-di-jual-di-balikpapan-selatan-balikpapan-1650004466.jpg,2.0,1.0,120 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
326,RUMAH 2 LANTAI,Rp 450 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10082524/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082524/original/hos10082524-rumah-di-jual-di-balikpapan-utara-balikpapan-1650004465.jpg,3.0,1.0,118 m²,110 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
327,SIAPA CEPAT DIA DAPAT,Rp 550 Juta,"Prapatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10082523/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082523/original/hos10082523-rumah-di-jual-di-prapatan-balikpapan-1650004463.jpg,10.0,10.0,175 m²,175 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
328,PERUMNAS BATU AMPAR,"Rp 1,7 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10082520/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082520/original/hos10082520-rumah-di-jual-di-balikpapan-utara-balikpapan-1650004461.jpg,5.0,2.0,155 m²,172 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
329,RUMAH + TANAH YANG LUAS DITENGAH KOTA,"Rp 2,8 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10082521/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082521/original/hos10082521-rumah-di-jual-di-balikpapan-tengah-balikpapan-1650004462.jpg,3.0,2.0,733 m²,136 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
330,TANAH LUAS PLUS RUMAH,Rp 900 Juta,"Manggar, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10082516/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082516/original/hos10082516-rumah-di-jual-di-manggar-balikpapan-1650004455.jpg,4.0,3.0,450 m²,117 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,,,,,,,,,,,,Dijual
331,RUMAH BESAR DITENGAH KOTA,"Rp 6,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10082514/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082514/original/hos10082514-rumah-di-jual-di-balikpapan-selatan-balikpapan-1650004452.jpg,4.0,4.0,1407 m²,300 m²,,Rumah,HGB - Hak Guna Bangunan,10000 Watt,,,,,,,,,,,,,Dijual
332,RUMAH BESAR PINGGIR JALAN BESAR,"Rp 6,8 Miliar","Klandasan Ulu, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10082513/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082513/original/hos10082513-rumah-di-jual-di-klandasan-ulu-balikpapan-1650004449.jpg,7.0,3.0,435 m²,298 m²,,Rumah,SHM - Sertifikat Hak Milik,10600 Watt,,,,,,,,,,,,,Dijual
333,RUMAH MINIMALIS DI WIKA,Rp 980 Juta,"Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10082511/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082511/original/hos10082511-rumah-di-jual-di-balikpapan-tengah-balikpapan-1650004446.jpg,3.0,2.0,120 m²,125 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
334,RUMAH MINIMALIS,Rp 500 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10082507/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082507/original/hos10082507-rumah-di-jual-di-balikpapan-utara-balikpapan-1650004439.jpg,3.0,1.0,120 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
335,RUMAH BESAR TENGAH KOTA,"Rp 4,1 Miliar","Klandasan Ilir, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10082505/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082505/original/hos10082505-rumah-di-jual-di-klandasan-ilir-balikpapan-1650004436.jpg,5.0,3.0,318 m²,460 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
336,RUMAH BALIKPAPAN STRATEGIS,"Rp 1,29 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10038147/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10038147/original/hos10038147-rumah-di-jual-di-balikpapan-selatan-balikpapan-1649394437.jpg,3.0,2.0,240 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
337,"BALIKPAPAN,  RUMAH DENGAN TANAH LUAS (Y391)","Rp 2,2 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10036382/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10036382/original/hos10036382-rumah-di-jual-di-balikpapan-selatan-balikpapan-1649378591.jpg,4.0,2.0,360 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
338,BALIKPAPAN REGENCY,Rp 995 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9907451/,https://picture.rumah123.com/r123/720x420-crop/house/ho99/9907451/original/hos9907451-rumah-di-jual-di-balikpapan-selatan-balikpapan-1647595284.jpg,3.0,1.0,180 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
339,TAMAN SARI BUKIT MUTIARA (WIKA),"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9907448/,https://picture.rumah123.com/r123/720x420-crop/house/ho99/9907448/original/hos9907448-rumah-di-jual-di-balikpapan-utara-balikpapan-1647595282.jpg,4.0,2.0,200 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
340,TAMAN SARI BUKIT MUTIARA (WIKA),"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9907448/,https://picture.rumah123.com/r123/720x420-crop/house/ho99/9907448/original/hos9907448-rumah-di-jual-di-balikpapan-utara-balikpapan-1647595282.jpg,4.0,2.0,200 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
341,TAMAN SARI BUKIT MUTIARA,"Rp 1,3 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9907445/,https://picture.rumah123.com/r123/720x420-crop/house/ho99/9907445/original/hos9907445-rumah-di-jual-di-balikpapan-utara-balikpapan-1647595280.jpg,3.0,1.0,144 m²,110 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
342,BORNEO PARADISO,Rp 900 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9907444/,https://picture.rumah123.com/r123/720x420-crop/house/ho99/9907444/original/hos9907444-rumah-di-jual-di-balikpapan-selatan-balikpapan-1647595279.jpg,5.0,2.0,178 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
343,BALIKPAPAN BARU,Rp 3 Miliar,"Damai, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9907443/,https://picture.rumah123.com/r123/720x420-crop/house/ho99/9907443/original/hos9907443-rumah-di-jual-di-damai-balikpapan-1647595278.jpg,5.0,5.0,240 m²,74 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
344,INPRES,"Rp 1,2 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9907442/,https://picture.rumah123.com/r123/720x420-crop/house/ho99/9907442/original/hos9907442-rumah-di-jual-di-balikpapan-utara-balikpapan-1659025664.jpg,5.0,3.0,195 m²,175 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
345,GRAHA INDAH,Rp 600 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9907439/,https://picture.rumah123.com/r123/720x420-crop/house/ho99/9907439/original/hos9907439-rumah-di-jual-di-balikpapan-utara-balikpapan-1647595274.jpg,3.0,1.0,108 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
346,AGUNG TUNGGAL,"Rp 3,8 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9907435/,https://picture.rumah123.com/r123/720x420-crop/house/ho99/9907435/original/hos9907435-rumah-di-jual-di-balikpapan-utara-balikpapan-1647595271.jpg,4.0,3.0,400 m²,230 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
347,"Balikpapan, 2 unit rumah,Jl. Kariangau.","Rp 1,4 Miliar","Balikpapan Barat, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9907327/,https://picture.rumah123.com/r123/720x420-crop/house/ho99/9907327/original/hos9907327-rumah-di-jual-di-balikpapan-barat-balikpapan-1683599309.jpg,7.0,3.0,350 m²,230 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
348,BALIKPAPAN RUMAH DIBORNEO PARADISO,Rp 480 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9907313/,https://picture.rumah123.com/r123/720x420-crop/house/ho99/9907313/original/hos9907313-rumah-di-jual-di-balikpapan-selatan-balikpapan-1683599311.jpg,2.0,1.0,96 m²,50 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Ya,Ya,,,Pemukiman Warga,Ya,2 Mobil,,Ya,,Dijual
349,BALIKPAPAN RUMAH MEWAH DALAM  PERUMAHAN KORPRI DEKAT SEMUA FASILITAS UMUM,"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9907311/,https://picture.rumah123.com/r123/720x420-crop/house/ho99/9907311/original/hos9907311-rumah-di-jual-di-balikpapan-selatan-balikpapan-1683599310.jpg,5.0,3.0,150 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,,2.0,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
350,RUMAH CANTIK DI BERUMAHAN MEWAH KOTA BALIKPAPAN PLUS FURNITUR,"Rp 1,8 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9772933/,https://picture.rumah123.com/r123/720x420-crop/house/ho97/9772933/original/hos9772933-rumah-di-jual-di-balikpapan-selatan-balikpapan-1645772467.jpg,4.0,2.0,216 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1.0,,,,,,,,,,,,Dijual
351,Rumah Kost Dekat Pasar Besar Tengah Kota Bisa Untuk Guest House,Rp 7 Miliar,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9725686/,https://picture.rumah123.com/r123/720x420-crop/house/ho97/9725686/original/hos9725686-rumah-di-jual-di-balikpapan-selatan-di-balikpapan-16451598665278.jpg,24.0,4.0,634 m²,400 m²,2.0,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,Unfurnished,2.0,,,,,,,Dijual
352,"Rumah Bangunan Rumah Kost, Lokasi Strategis Di Pasar Besar Pusat Kota Balikpapan","Rp 7,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9725571/,https://picture.rumah123.com/r123/720x420-crop/house/ho97/9725571/original/hos9725571-rumah-di-jual-di-balikpapan-selatan-di-balikpapan-16451592940366.jpg,24.0,,634 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,Unfurnished,2.0,,,,,,,Dijual
353,"TUR7N HARGA RUMAH BAGUS JUAL CEPAT, cluster citra indah, one gate smart card system","Rp 3,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9725251/,https://picture.rumah123.com/r123/720x420-crop/house/ho97/9725251/original/hos9725251-rumah-di-jual-di-balikpapan-selatan-di-balikpapan-16451578698899.jpg,4.0,3.0,230 m²,320 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Furnished,2.0,,,,,,Bagus,Dijual
354,RUMAH BALIKPAPAN HOOK GADING PRATAMA DEKAT POLDA,"Rp 1,49 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9671097/,https://picture.rumah123.com/r123/720x420-crop/house/ho96/9671097/original/hos9671097-rumah-di-jual-di-balikpapan-selatan-balikpapan-1644539860.jpg,3.0,2.0,144 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
355,RUMAH DUA LANTAI DI KAWASAN PERUMAHAN BALIKPAPAN BARU,Rp 2 Miliar,"Damai, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9536921/,https://picture.rumah123.com/r123/720x420-crop/house/ho95/9536921/original/hos9536921-rumah-di-jual-di-damai-balikpapan-1642724697.jpg,4.0,3.0,300 m²,220 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1.0,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
356,DI JUAL RUMAH CANTIK DI PERUMAHAN BUKIT DAMAI INDAH,"Rp 1,6 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9499747/,https://picture.rumah123.com/r123/720x420-crop/house/ho94/9499747/original/hos9499747-rumah-di-jual-di-balikpapan-selatan-balikpapan-1679986095.jpg,2.0,2.0,160 m²,135 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
357,"BALIKPAPAN,  INDRAKILA ( Y171)","Rp 1,3 Miliar","Gn. Samarinda, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos8122509/,https://picture.rumah123.com/r123/720x420-crop/house/ho81/8122509/original/hos8122509-rumah-di-jual-di-gn.-samarinda-balikpapan-1617586268.jpg,3.0,3.0,320 m²,172 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1.0,,,,,,,,,,,,Dijual
358,BALIKPAPAN PERUM HER 2(Y213),Rp 750 Juta,"Sepinggan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos8379576/,https://picture.rumah123.com/r123/720x420-crop/house/ho83/8379576/original/hos8379576-rumah-di-jual-di-sepinggan-balikpapan-1622625341.jpg,3.0,1.0,120 m²,180 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
359,RUMAH MINIMALIS CANTIK,"Rp 1,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9425495/,https://picture.rumah123.com/r123/720x420-crop/house/ho94/9425495/original/hos9425495-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703831474.jpg,3.0,2.0,328 m²,158 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
360,BESAR DALAM PERUMAHAN ELIT,"Rp 3,8 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9425492/,https://picture.rumah123.com/r123/720x420-crop/house/ho94/9425492/original/hos9425492-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703831475.jpg,6.0,4.0,200 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
361,RUMAH BALIKPAPAN WIKA HOOK BARU RENOV,"Rp 1,69 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9359364/,https://picture.rumah123.com/r123/720x420-crop/house/ho93/9359364/original/hos9359364-rumah-di-jual-di-balikpapan-utara-balikpapan-1639715235.jpg,3.0,1.0,250 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
362,BALIKPAPAN GRANDCITY (Y199),"Rp 1,1 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos8247708/,https://picture.rumah123.com/r123/720x420-crop/house/ho82/8247708/original/hos8247708-rumah-di-jual-di-balikpapan-selatan-balikpapan-1619761468.jpg,2.0,2.0,72 m²,57 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,,,,,,,,,,,,Dijual
363,"BALIKPAPAN, WIKA RUMAH ASRI TERAWAT (Y288)","Rp 1,2 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos8834933/,https://picture.rumah123.com/r123/720x420-crop/house/ho88/8834933/original/hos8834933-rumah-di-jual-di-balikpapan-utara-balikpapan-1631500232.jpg,3.0,2.0,180 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
364,RUMAH HOMY MEWAH LUAS SIAP HUNI BALIKPAPAN,"Rp 4,6 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos8787857/,https://picture.rumah123.com/r123/720x420-crop/house/ho87/8787857/original/hos8787857-rumah-di-jual-di-balikpapan-selatan-balikpapan-1630651464.jpg,3.0,2.0,485 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,6600 Watt,1.0,,,,,,,,,,,,Dijual
365,RUMAH LUAS MEWAH DI TENGAH KOTA BALIKPAPAN,"Rp 1,5 Miliar","Telaga Sari, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos8748565/,https://picture.rumah123.com/r123/720x420-crop/house/ho87/8748565/original/hos8748565-rumah-di-jual-di-telaga-sari-balikpapan-1630027452.jpg,5.0,3.0,137 m²,274 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
