,Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
268,RUMAH 2 LANTAI DALAM CLUSTER HARGA BERSAHABAT,"Rp 2,2 Miliar","Balikpapan Baru, Balikpapan",3,2,180 m²,128 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
269,RUMAH LUAS MEWAH DENGAN KOLAM RENANG DALAM KAWASAN RUMAH ELITE BALIKPAPAN,"Rp 9,5 Miliar","Balikpapan Selatan, Balikpapan",4,3,670 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,13200 Watt,3,,,,,,,,,,,,Dijual
270,CEPAT TURUN HARGA DI PERUMAHAN REGENCY,Rp 730 Juta,"Balikpapan Selatan, Balikpapan",3,2,84 m²,56 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
271,RUMAH TUMBUH MEWAH TANAH LUAS DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 5,6 Miliar","Balikpapan Baru, Balikpapan",4,4,400 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
272,RUMAH 2 LANTAI 4 PINTU SIAP HUNI DI BATAKAN MAS,"Rp 1,1 Miliar","Batakan, Balikpapan",8,4,135 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
273,RUMAH MINIMALIS  BERSIH TERAWAT SIAP HUNI DI BALIKPAPAN BARU,"Rp 1,7 Miliar","Balikpapan Baru, Balikpapan",3,2,200 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
274,RUMAH MURAH DALAM PERUMAHAN BALIKPAPAN,Rp 845 Juta,"Balikpapan Selatan, Balikpapan",2,1,143 m²,125 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
275,RUMAH DUA LANTAI TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 1,8 Miliar","Balikpapan Baru, Balikpapan",3,2,144 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
276,Rumah Minimalis di tengah Kota Balikpapan ,Rp 550 Juta,"Balikpapan Utara, Balikpapan",2,1,150 m²,48 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,1 Mobil,PAM atau PDAM,Tidak,Baru,Dijual
277,RUMAH MEWAH TENGAH KOTA,"Rp 1,35 Miliar","Telaga Sari, Balikpapan",5,3,137 m²,280 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
278,Rumah model Belanda Minimalis dan bagus.,"Rp 1,2 Miliar","Sepinggan, Balikpapan",3,2,140 m²,90 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,,,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
279,RUMAH LUAS DUA LANTAI DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 2,7 Miliar","Balikpapan Utara, Balikpapan",3,2,148 m²,180 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,1,,,,,,,,,,,,Dijual
280,SEPASANG RUMAH MINIMALIS MODERN,"Rp 2,4 Miliar","Balikpapan Baru, Balikpapan",6,4,220 m²,230 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
281,Rumah Cantik Konsep Tunggal Tanah Luas,Rp 405 Juta,"Karang Joang, Balikpapan",2,1,150 m²,39 m²,1,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,1,Tidak,Ya,Unfurnished,1,Pemukiman Warga,Ya,,PAM atau PDAM,Tidak,Baru,Dijual
282,RUMAH DI AREA AGUNG TUNGGAL,"Rp 3,8 Miliar","Damai, Balikpapan",4,3,400 m²,230 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
283,"BALIKPAPAN BARU,  RUMAH COCOK UNTUK MESS","Rp 2,3 Miliar","Balikpapan Baru, Balikpapan",6,2,234 m²,156 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
284,RUMAH TUMBUH MURAH DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 1,35 Miliar","Balikpapan Selatan, Balikpapan",2,2,144 m²,75 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
285,RUMAH TERAWAT BERSIH DAN BARU DI CAT DALAM PERUMAHAN PADAT PENDUDUK BALIKPAPAN,Rp 800 Juta,"Balikpapan Selatan, Balikpapan",2,1,115 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
286,RUMAH LUAS DENGAN KOLAM RENANG DALAM PERUMAHAN DI BALIKPAPAN,"Rp 3,75 Miliar","Balikpapan Utara, Balikpapan",4,5,319 m²,450 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,,,,,,,,,,,,Dijual
287,RUMAH MEWAH LUAS DENGAN KOLAM RENANG DI PERUMAHAN ELITE BALIKPAPAN,"Rp 5,78 Miliar","Balikpapan Tengah, Balikpapan",3,3,665 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
288,RUMAH TUMBUH HOOK BARU RENOVASI  DALAM PERUMAHAN BALIKPAPAN,"Rp 1,67 Miliar","Balikpapan Utara, Balikpapan",2,1,250 m²,80 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
289,RUMAH HOMY COZY LUAS DALAM PERUMAHAN ELITE BALIKPAPAN,Rp 2 Miliar,"Balikpapan Utara, Balikpapan",2,2,285 m²,135 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
290,RUMAH DUA LANTAI TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 1,5 Miliar","Balikpapan Baru, Balikpapan",3,2,120 m²,93 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
291,RUMAH HOMY DUA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,Rp 875 Juta,"Balikpapan Utara, Balikpapan",2,2,120 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
292,RUMAH TUMBUH MURAH DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 1,2 Miliar","Balikpapan Baru, Balikpapan",2,1,140 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
293,RUMAH LUAS DUA SETENGAH LANTAI DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 2,4 Miliar","Balikpapan Baru, Balikpapan",4,4,160 m²,320 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
294,RUMAH HOMY SIAP HUNI TIGA KAMAR TIDUR DALAM PERUMAHAN WIKA ELITE BALIKPAPAN,"Rp 1,42 Miliar","Gn. Samarinda, Balikpapan",3,2,211 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
295,RUMAH TIGA KAMAR TIDUR BARU RENOVASI MINIMALIS DI TENGAH KOTA BALIKPAPAN,Rp 650 Juta,"Balikpapan Selatan, Balikpapan",3,1,120 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
296,RUMAH HOMY DUA KAMAR TIDUR DALAM PERUMAHAN WIKA ELITE BALIKPAPAN,Rp 875 Juta,"Balikpapan Utara, Balikpapan",2,2,120 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
297,RUMAH DUA LANTAI LUAS HOMY  COZY DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 1,75 Miliar","Balikpapan Utara, Balikpapan",3,3,256 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,2,,,,,,,,,,,,Dijual
298,RUMAH LUAS BESAR DI BOULEVARD PERUMAHAN ELITE BALIKPAPAN,Rp 7 Miliar,"Balikpapan Baru, Balikpapan",4,3,648 m²,176 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
299,Rumah minimalis modern di balikpapan regency,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",2,1,112 m²,42 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,1,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Butuh Renovasi,Dijual
300,Rumah minimalis modern di dalam perumahan regency,Rp 900 Juta,"Balikpapan Selatan, Balikpapan",2,1,112 m²,45 m²,2,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Semi Furnished,1,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Butuh Renovasi,Dijual
301,Rumah elite di hook di balikpapan regency,"Rp 1,9 Miliar","Balikpapan Selatan, Balikpapan",3,2,256 m²,68 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,Unfurnished,1,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
302,"Rumah di hook di perumahan komplek ramayana di Jl.soekarno hatta kilo 3,5 komplek ramayana",Rp 600 Juta,"Balikpapan Utara, Balikpapan",3,2,120 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,1,,Tidak,,,Tidak,Butuh Renovasi,Dijual
303,RUMAH CANTIK TURUN HARGA,"Rp 2,25 Miliar","Balikpapan Selatan, Balikpapan",4,5,210 m²,155 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
304,CEPAT RUMAH CANTIK DI PERUMAHAN ELITE CIPUTRA,"Rp 4,5 Miliar","Balikpapan Selatan, Balikpapan",4,2,356 m²,199 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
305,RUMAH CANTIK DEKAT PANTAI DI KAWASAN MULAWARMAN,Rp 10 Miliar,"Sepinggan, Balikpapan",4,5,826 m²,998 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
306,PERUMAHAN MEWAH DI KAWASAN SEPINGGAN,"Rp 6,5 Miliar","Balikpapan Selatan, Balikpapan",5,4,500 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,,,,,,,,,,,,Dijual
307,DI JUAL CEPAT RUMAH LANTAI 2 SHM DI PERAHAN REGENCY,"Rp 1,1 Miliar","Sepinggan, Balikpapan",3,2,150 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
308,HOMMY COZY TERAWAT DALAM CLUSTER,"Rp 1,1 Miliar","Balikpapan Selatan, Balikpapan",2,2,162 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
309,"RUMAH BALIKPAPAN BARU, CLUSTER PARIS LOKASI DEPAN MALL FANTASI BB",Rp 5 Miliar,"Balikpapan Baru, Balikpapan",6,4,612 m²,350 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
310,RUMAH TINGGAL DI AREA BATU AMPAR,Rp 700 Juta,"Balikpapan Utara, Balikpapan",3,2,200 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
311,RUMAH DI BAWAH HARGA UPRAISAL BANK,Rp 1 Miliar,"Balikpapan Tengah, Balikpapan",4,3,200 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
312,"BALIKPAPAN,  RUMAH LAHAN LUAS DIKOTA (Y360)","Rp 3,7 Miliar","Balikpapan Utara, Balikpapan",11,8,1115 m²,550 m²,,Rumah,SHM - Sertifikat Hak Milik,7600 Watt,,,,,,,,,,,,,Dijual
313,Pelangi Residence,Rp 550 Juta,"Balikpapan Selatan, Balikpapan",2,,104 m²,90 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,,1,,,,,,,Dijual
314,"RUMAH SECOND DI PUSAT KOTA JALAN UTAMA A YANI, COCOK BUAT KANTOR, GUDANG DLL",Rp 10 Miliar,"Balikpapan Tengah, Balikpapan",8,3,307 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
315,Jual cepat rumah walet di Kalimantan Timur akses jln raya siap di tawar,"Rp 3,5 Miliar","Balikpapan Timur, Balikpapan",,,432 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,1,,,,,,Butuh Renovasi,Dijual
316,DI JUAL RUMAH BANGUNAN KOKOH SHM DI PERUMAHAN PUPUK,"Rp 4,5 Miliar","Balikpapan Selatan, Balikpapan",4,4,600 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,2,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
317,"RUMAH MEWAH, LANGSUNG CUAN","Rp 1,1 Miliar","Balikpapan Selatan, Balikpapan",28,10,200 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
318,RUMAH ASRI DAN NYAMAN,Rp 295 Juta,"Balikpapan Timur, Balikpapan",2,1,120 m²,36 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
319,RUMAH TINGKAT TERAWAT,Rp 800 Juta,"Balikpapan Utara, Balikpapan",2,2,96 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
320,RUMAH KLASIK TENGAH KOTA,Rp 4 Miliar,"Balikpapan Tengah, Balikpapan",5,2,427 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
321,RUMAH TERAWAT DUA LANTAI,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",3,3,120 m²,210 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,,,,,,,,,,,Dijual
322,RUMAH 2 LANTAI PLUS RUKO,Rp 950 Juta,"Balikpapan Utara, Balikpapan",4,2,218 m²,218 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
323,RUMAH MINIMALIS MODERN,"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",3,3,268 m²,177 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
324,SIAPA CEPAT DIA DAPAT,Rp 900 Juta,"Balikpapan Timur, Balikpapan",2,2,191 m²,72 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
325,RUMAH PERUM HER 2,Rp 390 Juta,"Balikpapan Selatan, Balikpapan",2,1,120 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
326,RUMAH 2 LANTAI,Rp 450 Juta,"Balikpapan Utara, Balikpapan",3,1,118 m²,110 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
327,SIAPA CEPAT DIA DAPAT,Rp 550 Juta,"Prapatan, Balikpapan",10,10,175 m²,175 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
328,PERUMNAS BATU AMPAR,"Rp 1,7 Miliar","Balikpapan Utara, Balikpapan",5,2,155 m²,172 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
329,RUMAH + TANAH YANG LUAS DITENGAH KOTA,"Rp 2,8 Miliar","Balikpapan Tengah, Balikpapan",3,2,733 m²,136 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
330,TANAH LUAS PLUS RUMAH,Rp 900 Juta,"Manggar, Balikpapan",4,3,450 m²,117 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,,,,,,,,,,,,Dijual
331,RUMAH BESAR DITENGAH KOTA,"Rp 6,5 Miliar","Balikpapan Selatan, Balikpapan",4,4,1407 m²,300 m²,,Rumah,HGB - Hak Guna Bangunan,10000 Watt,,,,,,,,,,,,,Dijual
332,RUMAH BESAR PINGGIR JALAN BESAR,"Rp 6,8 Miliar","Klandasan Ulu, Balikpapan",7,3,435 m²,298 m²,,Rumah,SHM - Sertifikat Hak Milik,10600 Watt,,,,,,,,,,,,,Dijual
333,RUMAH MINIMALIS DI WIKA,Rp 980 Juta,"Balikpapan Tengah, Balikpapan",3,2,120 m²,125 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
334,RUMAH MINIMALIS,Rp 500 Juta,"Balikpapan Utara, Balikpapan",3,1,120 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
335,RUMAH BESAR TENGAH KOTA,"Rp 4,1 Miliar","Klandasan Ilir, Balikpapan",5,3,318 m²,460 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
336,RUMAH BALIKPAPAN STRATEGIS,"Rp 1,29 Miliar","Balikpapan Selatan, Balikpapan",3,2,240 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
337,"BALIKPAPAN,  RUMAH DENGAN TANAH LUAS (Y391)","Rp 2,2 Miliar","Balikpapan Selatan, Balikpapan",4,2,360 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
338,BALIKPAPAN REGENCY,Rp 995 Juta,"Balikpapan Selatan, Balikpapan",3,1,180 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
339,TAMAN SARI BUKIT MUTIARA (WIKA),"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",4,2,200 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
340,TAMAN SARI BUKIT MUTIARA (WIKA),"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",4,2,200 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
341,TAMAN SARI BUKIT MUTIARA,"Rp 1,3 Miliar","Balikpapan Utara, Balikpapan",3,1,144 m²,110 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
342,BORNEO PARADISO,Rp 900 Juta,"Balikpapan Selatan, Balikpapan",5,2,178 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
343,BALIKPAPAN BARU,Rp 3 Miliar,"Damai, Balikpapan",5,5,240 m²,74 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
344,INPRES,"Rp 1,2 Miliar","Balikpapan Utara, Balikpapan",5,3,195 m²,175 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
345,GRAHA INDAH,Rp 600 Juta,"Balikpapan Utara, Balikpapan",3,1,108 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
346,AGUNG TUNGGAL,"Rp 3,8 Miliar","Balikpapan Utara, Balikpapan",4,3,400 m²,230 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
347,"Balikpapan, 2 unit rumah,Jl. Kariangau.","Rp 1,4 Miliar","Balikpapan Barat, Balikpapan",7,3,350 m²,230 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
348,BALIKPAPAN RUMAH DIBORNEO PARADISO,Rp 480 Juta,"Balikpapan Selatan, Balikpapan",2,1,96 m²,50 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Ya,Ya,,,Pemukiman Warga,Ya,2 Mobil,,Ya,,Dijual
349,BALIKPAPAN RUMAH MEWAH DALAM  PERUMAHAN KORPRI DEKAT SEMUA FASILITAS UMUM,"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",5,3,150 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,,2,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
350,RUMAH CANTIK DI BERUMAHAN MEWAH KOTA BALIKPAPAN PLUS FURNITUR,"Rp 1,8 Miliar","Balikpapan Selatan, Balikpapan",4,2,216 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1,,,,,,,,,,,,Dijual
351,Rumah Kost Dekat Pasar Besar Tengah Kota Bisa Untuk Guest House,Rp 7 Miliar,"Balikpapan Selatan, Balikpapan",24,4,634 m²,400 m²,2,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,Unfurnished,2,,,,,,,Dijual
352,"Rumah Bangunan Rumah Kost, Lokasi Strategis Di Pasar Besar Pusat Kota Balikpapan","Rp 7,5 Miliar","Balikpapan Selatan, Balikpapan",24,,634 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,Unfurnished,2,,,,,,,Dijual
353,"TUR7N HARGA RUMAH BAGUS JUAL CEPAT, cluster citra indah, one gate smart card system","Rp 3,5 Miliar","Balikpapan Selatan, Balikpapan",4,3,230 m²,320 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Furnished,2,,,,,,Bagus,Dijual
354,RUMAH BALIKPAPAN HOOK GADING PRATAMA DEKAT POLDA,"Rp 1,49 Miliar","Balikpapan Selatan, Balikpapan",3,2,144 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
355,RUMAH DUA LANTAI DI KAWASAN PERUMAHAN BALIKPAPAN BARU,Rp 2 Miliar,"Damai, Balikpapan",4,3,300 m²,220 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
356,DI JUAL RUMAH CANTIK DI PERUMAHAN BUKIT DAMAI INDAH,"Rp 1,6 Miliar","Balikpapan Selatan, Balikpapan",2,2,160 m²,135 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
357,"BALIKPAPAN,  INDRAKILA ( Y171)","Rp 1,3 Miliar","Gn. Samarinda, Balikpapan",3,3,320 m²,172 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,,,,,,,,,,,,Dijual
358,BALIKPAPAN PERUM HER 2(Y213),Rp 750 Juta,"Sepinggan, Balikpapan",3,1,120 m²,180 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
359,RUMAH MINIMALIS CANTIK,"Rp 1,5 Miliar","Balikpapan Selatan, Balikpapan",3,2,328 m²,158 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
360,BESAR DALAM PERUMAHAN ELIT,"Rp 3,8 Miliar","Balikpapan Selatan, Balikpapan",6,4,200 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
361,RUMAH BALIKPAPAN WIKA HOOK BARU RENOV,"Rp 1,69 Miliar","Balikpapan Utara, Balikpapan",3,1,250 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
362,BALIKPAPAN GRANDCITY (Y199),"Rp 1,1 Miliar","Balikpapan Selatan, Balikpapan",2,2,72 m²,57 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,,,,,,,,,,,,Dijual
363,"BALIKPAPAN, WIKA RUMAH ASRI TERAWAT (Y288)","Rp 1,2 Miliar","Balikpapan Utara, Balikpapan",3,2,180 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
364,RUMAH HOMY MEWAH LUAS SIAP HUNI BALIKPAPAN,"Rp 4,6 Miliar","Balikpapan Selatan, Balikpapan",3,2,485 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,6600 Watt,1,,,,,,,,,,,,Dijual
