,Judul,Harga,Lokasi,Hyperlink,Img_Hyperlink,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
685,"DI  RUMAH 2 1/2 LANTAI STRATEGIS PINGGIR JALAN RAYA DR SUTOMO (KARANG REJO), BALIKPAPAN","Rp 2,2 Miliar","Karang Rejo, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14444728/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14444728/original/hos14444728-rumah-di-jual-di-karang-rejo-balikpapan-1691558314.jpg,7,7,176 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,Unfurnished,3,Perkotaan,Tidak,2 Mobil,,Tidak,Bagus,Dijual
688,BALIKPAPAN RUMAH DI PERUMAHAN KUTAI HILLS (HM173)TURUN HARGA 750JT,Rp 850 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14209818/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14209818/original/hos14209818-rumah-di-jual-di-balikpapan-utara-balikpapan-1689132054.jpg,3,2,120 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,,Perkotaan,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
689,BALIKPAPAN RUMAH PERUMAHAN BUKIT DAMAI INDAH BDI (HM174),"Rp 1,9 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14209306/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14209306/original/hos14209306-rumah-di-jual-di-balikpapan-selatan-balikpapan-1689129492.jpg,4,3,214 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,Semi Furnished,,Perkotaan,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
690,73 Balikpapan Bima Jamrud Rumah Dalam Perumahan Padat Penduduk,Rp 925 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14155522/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-12-22-58-70edfc3c-1e61-437f-82ad-83a9e75c149b.jpg,2,1,92 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
691,"RUMAH BANGUNAN BARU,DI PERUMAHAN GRAND CITY",Rp 950 Juta,"Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14152008/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14152008/original/hos14152008-rumah-di-jual-di-balikpapan-tengah-balikpapan-1688525866.jpg,2,2,80 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
692,Rumah elit gaya minimalis modern sejuk diperumahan megah,"Rp 1,97 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14004571/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-06-14-10-05-42-d5f8a8a1-59a7-4ea7-8c2e-2a03be7a4081.jpg,3,2,162 m²,110 m²,1,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Ya,Ya,Semi Furnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
693,"DIJUAL RUMAH BALIKPAPAN BARU ARIZONA, BALIKPAPAN","Rp 1,2 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13942963/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13942963/original/hos13942963-rumah-di-jual-di-balikpapan-baru-balikpapan-1686126451.jpg,2,2,140 m²,90 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,Unfurnished,1,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
694,"DI  RUMAH BARU READY STOCK DAN SIAP HUNI, LOKASI SANGAT STRATEGIS",Rp 405 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13886122/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13886122/original/hos13886122-rumah-di-jual-di-balikpapan-utara-balikpapan-1685520892.jpg,2,1,96 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
695,RUMAH ETNIK DI BATU AMPAR DENGAN KONSEP CONTTAGE ASRI DAN NYAMAN,"Rp 4,25 Miliar","Batu Ampar, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13884122/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13884122/original/hos13884122-rumah-di-jual-di-batu-ampar-balikpapan-1685513649.jpg,5,6,770 m²,350 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
696,DIJUAL RUMAH KONTRAKAN 2 LANTAI 4 PINTU DEKAT PINTU TOL & DEKAT DAERAH INDUSTRI BATAKAN BALIKPAPAN,Rp 1 Miliar,"Batakan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13810691/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13810691/original/hos13810691-rumah-di-jual-di-batakan-balikpapan-1684901543.jpg,8,4,135 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
697,DIJUAL RUMAH DI PUSAT KOTA BALIKPAPAN PINGGIR JALAN RAYA COCOK UNTUK USAHA,"Rp 3,1 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13810642/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13810642/original/hos13810642-rumah-di-jual-di-balikpapan-utara-balikpapan-1684901477.jpg,5,4,922 m²,200 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,Unfurnished,1,Perkotaan,Ya,2 Mobil,,Tidak,Bagus,Dijual
698,Rumah Minimalis Lokasi Strategis Pusat Kota Balikpapan,Rp 650 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13725955/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1355633/2023-05-17-05-32-43-784ac7b4-4adb-4d11-9b71-1cae304552f0.png,2,1,60 m²,36 m²,1,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,Tidak,Ya,Unfurnished,1,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Tidak,,Dijual
699,BALIKPAPAN RUMAH HOOK DI POKA DENGAN TANAH YANG LUAS (HM161),"Rp 2,3 Miliar","Balikpapan Timur, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13650547/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13650547/original/hos13650547-rumah-di-jual-di-balikpapan-timur-balikpapan-1683685893.jpg,4,2,405 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
700,BALIKPAPAN REGENCY,"Rp 1,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12243443/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12243443/original/hos12243443-rumah-di-jual-di-balikpapan-selatan-balikpapan-1672260018.jpg,4,3,157 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
701,TAMAN SARI BUKIT MUTIARA (WIKA),"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12243442/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12243442/original/hos12243442-rumah-di-jual-di-balikpapan-utara-balikpapan-1672259992.jpg,4,2,200 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
702,BALIKPAPAN REGENCY,Rp 995 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12243441/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12243441/original/hos12243441-rumah-di-jual-di-balikpapan-selatan-balikpapan-1672259951.jpg,3,1,180 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
703,GRAHA INDAH,Rp 600 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12238524/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12238524/original/hos12238524-rumah-di-jual-di-balikpapan-utara-balikpapan-1672201050.jpg,3,1,108 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
704,PESONA ALAM PERMAI,Rp 950 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12238502/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12238502/original/hos12238502-rumah-di-jual-di-balikpapan-utara-balikpapan-1672200952.jpg,3,2,174 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
705,RUMAH MEWAH EMPAT KAMAR TIDUR SEMI FURNISHED DALAM CLUSTER PERUMAHAN ELITE BALIKPAPAN,"Rp 3,8 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11954033/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11954033/original/hos11954033-rumah-di-jual-di-balikpapan-baru-balikpapan-1669786356.jpg,4,3,200 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,,,,,,,,,,,,Dijual
706,Rumah Cantik di tengah kota Balikpapan serta baru dibangun ,Rp 620 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11951012/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11951012/original/hos11951012-rumah-di-jual-di-balikpapan-selatan-balikpapan-1669767117.jpg,3,1,96 m²,78 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,,PAM atau PDAM,Tidak,Baru,Dijual
707,DI JUAL RUMAH SHM BUTUH RENOV DI PERUMAHAN BALIKPAPAN BARU,"Rp 4,6 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11876696/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11876696/original/hos11876696-rumah-di-jual-di-balikpapan-baru-balikpapan-1679986652.jpg,3,2,400 m²,575 m²,,Rumah,SHM - Sertifikat Hak Milik,16500 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
708,RUMAH KOS EMPAT PINTU DALAM PERUMAHAN DAERAH INDUSTRI BALIKPAPAN,"Rp 1,1 Miliar","Batakan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11876552/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11876552/original/hos11876552-rumah-di-jual-di-batakan-balikpapan-1669169814.jpg,4,4,135 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,,,,,,,,,,,Dijual
709,RUMAH SATU LANTAI DUA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11805526/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11805526/original/hos11805526-rumah-di-jual-di-balikpapan-selatan-balikpapan-1668563150.jpg,2,2,120 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
710,RUMAH MINIMALIS SIAP HUNI,"Rp 1,3 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11728421/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11728421/original/hos11728421-rumah-di-jual-di-balikpapan-baru-balikpapan-1667976678.jpg,2,1,130 m²,81 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
711,163 Balikpapan Pesona Alam Permai Rumah Minimalis Siap Huni,"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11636442/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-13-13-24-9f368103-ff0c-45fa-9fdf-57dfb3a128d7.jpg,6,4,200 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
712,Komplek Pelita Balikpapan Depan Bandara Sepingan,"Rp 1,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11563845/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1729095/2022-10-26-07-18-18-23180323-497e-4b54-8f62-c34e2e019d0c.jpg,3,3,287 m²,280 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Ya,Ya,Semi Furnished,1,,Tidak,,PAM atau PDAM,Ya,Bagus,Dijual
713,Komplek Pelita Balikpapan,"Rp 1,8 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11563746/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1729095/2022-10-26-07-11-17-fc1a0b1c-7b67-4cf4-a415-375eea0dd967.jpg,,,381 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Ya,Bagus,Dijual
714,Rumah Mewah Hook Balikpapan Regency Cluster Terbaik Siap Huni Full Furnished 013JR,Rp 6 Miliar,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11563575/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11563575/original/hos11563575-rumah-di-jual-di-balikpapan-selatan-balikpapan-1666767272.jpg,8,7,238 m²,410 m²,,Rumah,SHM - Sertifikat Hak Milik,6600 Watt,,,,,,,,,,,,,Dijual
715,Rumah di Wika Balikpapan,"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11563006/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1729095/2022-10-26-06-01-50-0e101a9e-91a2-4caf-a6fe-e77ac49cb310.jpg,,,143 m²,132 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Ya,Bagus,Dijual
716,"Rumah Sebelahnya Transmart,satu Lokasi","Rp 1,5 Miliar","Balikpapan Kota, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11562356/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1729095/2022-10-26-04-50-27-e571814a-c551-45df-bc0a-0b94a2fab7df.jpg,,,136 m²,85 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
717,Perum Batu Ampar Lestari Balikpapan,"Rp 1,3 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11490617/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1729095/2022-10-19-14-38-01-bcde4fe9-7714-4771-8d4e-659489cffb96.jpg,,,180 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
718,"Rumah minimalis kelihatan ellit nyaman , Bersih, Dekat Bandara",Rp 900 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11486500/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11486500/original/hos11486500-rumah-di-jual-di-balikpapan-selatan-balikpapan-1666165051.jpg,2,1,70 m²,40 m²,,Rumah,SHM - Sertifikat Hak Milik,9500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,Bagus,Dijual
719,"Rumah Minimalis, elegan, Bersih, Nyaman, terasa di Hotel",Rp 900 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11485456/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11485456/original/hos11485456-rumah-di-jual-di-balikpapan-selatan-balikpapan-1666161887.jpg,2,1,127 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
720,Rumah Jual Jalan RE.Martadinata Balikpapan,"Rp 1,2 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11485161/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1729095/2022-10-19-06-23-10-a1dc4c89-4f5c-4991-a833-d18c5ac23c94.jpg,7,2,171 m²,206 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
721,Rumah di Jl Mesjid Al Raudah .Staal Kuda .Jalan yg ke Arah Pupuk Pass depan Mesjidnya.Pinggir jalan.,"Rp 3,5 Miliar","Balikpapan Kota, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11481908/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1729095/2022-10-19-03-32-02-98022a58-040f-4de8-9af4-10143f645106.jpg,,,592 m²,1500 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Ya,Bagus,Dijual
722,RUMAH SATU LANTAI DUA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 1,3 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11480422/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11480422/original/hos11480422-rumah-di-jual-di-balikpapan-utara-balikpapan-1666143867.jpg,2,1,112 m²,60 m²,,Rumah,HGB - Hak Guna Bangunan,5500 Watt,,,,,,,,,,,,,Dijual
723,Rumah dan Tanah Luas Jalan Jend Sudirman Depan Mall BSB,Rp 45 Miliar,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11411848/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1729095/2022-10-12-11-47-53-c210cf3a-e370-4e5c-a5d0-e6237e977a9b.jpg,,,2000 m²,2500 m²,,Rumah,SHM - Sertifikat Hak Milik,22000 Watt,,1,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,Butuh Renovasi,Dijual
724,RUMAH CANTIK SEMI FURNISH DI WIKA BALIKPAPAN,"Rp 1,65 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11180238/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11180238/original/hos11180238-rumah-di-jual-di-balikpapan-utara-balikpapan-1663736529.jpg,3,1,260 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
725,RUMAH LOKASI STRATEGIS,Rp 550 Juta,"Klandasan Ilir, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11179589/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11179589/original/hos11179589-rumah-di-jual-di-klandasan-ilir-balikpapan-1663734311.jpg,5,3,40 m²,40 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
726,Rumah Gaya Elegan Adem Dan Sejuk dekat bandara dan stadion ,"Rp 1,5 Miliar","Batakan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11113409/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11113409/original/hos11113409-rumah-di-jual-di-batakan-balikpapan-1663120495.jpg,3,2,130 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,Bagus,Dijual
727,Rumah Minimalis Nyaman Dan Adem serta terawat,Rp 825 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11112315/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11112315/original/hos11112315-rumah-di-jual-di-balikpapan-utara-balikpapan-1663115382.jpg,2,1,113 m²,80 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,Bagus,Dijual
728,DI JUAL CEPAT RUMAH MURAH DI KAWASAN PERUMAHAN REGENCY,Rp 400 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11055491/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11055491/original/hos11055491-rumah-di-jual-di-balikpapan-selatan-balikpapan-1679985115.jpg,2,1,72 m²,36 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
729,GRAND CITY,"Rp 1,96 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10934552/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10934552/original/hos10934552-rumah-di-jual-di-balikpapan-utara-balikpapan-1661312589.jpg,2,1,147 m²,61 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,,,,,,,,,,,,Dijual
730,perumahan baru dibangun terasa hotel bintang 5 ,Rp 730 Juta,"Batakan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10933014/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10933014/original/hos10933014-rumah-di-jual-di-batakan-balikpapan-1661303530.jpg,2,1,105 m²,43 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,Furnished,,,,,,,Baru,Dijual
731,Rumah Minimalis Tingkat 2 Di Tengah Kota Balikpapan,Rp 760 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10932989/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10932989/original/hos10932989-rumah-di-jual-di-balikpapan-utara-balikpapan-1661303170.jpg,3,2,149 m²,205 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,,,Tidak,,,Tidak,Butuh Renovasi,Dijual
732,RUMAH PLUS KOST-KOST DI TENGAH KOTA BALIKPAPAN,"Rp 2,7 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10829113/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10829113/original/hos10829113-rumah-di-jual-di-balikpapan-tengah-balikpapan-1660118268.jpg,12,11,406 m²,406 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,Unfurnished,,,,,,,Sudah Renovasi,Dijual
733,RUMAH STUDIO EMPAT UNIT UNTUK INVESTASI DI DAERAH RAMAI STRATEGIS,Rp 950 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10715570/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10715570/original/hos10715570-rumah-di-jual-di-balikpapan-selatan-balikpapan-1658894471.jpg,4,4,150 m²,184 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
734,RUMAH LIMA KAMAR TIDUR LUAS DAN BAGUS FULL FURNISH,"Rp 4,7 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10713866/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10713866/original/hos10713866-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703831473.jpg,5,3,330 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,10000 Watt,,,,,,,,,,,,,Dijual
735,RUMAH MINIMALIS TINGKAT 2 DITENGAH KOTA,"Rp 1,8 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10666763/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10666763/original/hos10666763-rumah-di-jual-di-balikpapan-selatan-balikpapan-1658296894.jpg,5,2,150 m²,239 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,Unfurnished,1,,,,,,Bagus Sekali,Dijual
736,RUMAH SATU LANTAI LUAS SIRKULASI UDARA BAGUS,"Rp 1,05 Miliar","Batu Ampar, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10568582/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10568582/original/hos10568582-rumah-di-jual-di-batu-ampar-balikpapan-1703831483.jpg,3,2,236 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
737,RUMAH SATU LANTAI LOSS TIDAK BANYAK SEKAT,Rp 950 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10565084/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10565084/original/hos10565084-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703832607.jpg,3,2,168 m²,168 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
738,RUMAH BALIKPAPAN BDI PUSAT KOTA 5 KAMAR,"Rp 1,7 Miliar","Gunung Bahagia, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10425025/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10425025/original/hos10425025-rumah-di-jual-di-gunung-bahagia-balikpapan-1655259725.jpg,5,3,144 m²,207 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
739,MODERN MINIMALIS 1 LANTAI SIAP HUNI,"Rp 2,5 Miliar","Damai, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10379581/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10379581/original/hos10379581-rumah-di-jual-di-damai-balikpapan-1703827375.jpg,4,3,180 m²,111 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
740,HOOMY COZY DALAM CLUSTER ELIT,"Rp 2,8 Miliar","Damai, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10379158/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10379158/original/hos10379158-rumah-di-jual-di-damai-balikpapan-1703832591.jpg,3,2,240 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
741,RUMAH BESAR YANG CANTIK HARGA MENARIK,"Rp 1,4 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10336437/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10336437/original/hos10336437-rumah-di-jual-di-balikpapan-utara-balikpapan-1703832590.jpg,6,4,231 m²,162 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
742,"BALIKPAPAN,  RUMAH MURAH DEKAT TEMPAT WISATA (Y411)",Rp 250 Juta,"Karang Joang, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10336400/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10336400/original/hos10336400-rumah-di-jual-di-karang-joang-balikpapan-1654091415.jpg,1,1,180 m²,36 m²,,Rumah,HGB - Hak Guna Bangunan,900 Watt,,,,,,,,,,,,,Dijual
