,Judul,Harga,Lokasi,Hyperlink,Img_Hyperlink,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
875,RUMAH MEWAH FULL FURNISHED DI PUSAT KOTA,"Rp 1,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12393730/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12393730/original/hos12393730-rumah-di-jual-di-balikpapan-selatan-balikpapan-1683599392.jpg,4,3,165 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
876,RUMAH KONTRAKAN 4 PINTU DI BATAKAN MAS,"Rp 1,2 Miliar","Manggar, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11827548/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11827548/original/hos11827548-rumah-di-jual-di-manggar-balikpapan-1683599391.jpg,8,4,135 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
877,"RUMAH CANTIK MINIMALIS,DIPUSAT KOTA",Rp 900 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13639420/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13639420/original/hos13639420-rumah-di-jual-di-balikpapan-selatan-balikpapan-1683599379.jpg,3,1,147 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,1,Ya,Ya,Semi Furnished,2,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
878,RUMAH DIPUSAT KOTA BALIKPAPAN,"Rp 1,8 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11851090/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11851090/original/hos11851090-rumah-di-jual-di-balikpapan-selatan-balikpapan-1683599372.jpg,3,2,248 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,1,Ya,Tidak,,2,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Ya,Sudah Renovasi,Dijual
879,RUMAH DAN TANAH PINGGIR JALAN RAYA MT.HARYONO DALAM,Rp 6 Miliar,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13639411/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13639411/original/hos13639411-rumah-di-jual-di-balikpapan-selatan-balikpapan-1683599313.jpg,8,3,619 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Ya,Ya,,2,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Ya,,Dijual
880,RUMAH CANTIK SIAP HUNI DALAM KLUSTER,"Rp 1,2 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12253480/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12253480/original/hos12253480-rumah-di-jual-di-balikpapan-selatan-balikpapan-1683599302.jpg,2,2,216 m²,90 m²,2,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Ya,Ya,,,Pemukiman Warga,Ya,2 Mobil,,Ya,Bagus,Dijual
881,PERUMAHAN MEWAH DAN NYAMAN DAUN VILLAGE TYPE PEAR 2LT,"Rp 2,12 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13569039/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13569039/original/hos13569039-rumah-di-jual-di-balikpapan-utara-balikpapan-1683000394.jpg,4,4,190 m²,146 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
882,CLUSTER HAYFIELD GRAND CITY BALIKPAPAN,"Rp 1,28 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13569038/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13569038/original/hos13569038-rumah-di-jual-di-balikpapan-utara-balikpapan-1683000394.jpg,3,3,155 m²,120 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
883,RUMAH CLUSTER SINAR MAS GRAND CITY NORD VILLE 2 LT,"Rp 1,8 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13569037/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13569037/original/hos13569037-rumah-di-jual-di-balikpapan-utara-balikpapan-1683000393.jpg,3,3,105 m²,88 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
884,RUMAH CLUSTER SINAR MAS GRAND CITY NORD VILLE 2LT,"Rp 2,3 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13569036/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13569036/original/hos13569036-rumah-di-jual-di-balikpapan-utara-balikpapan-1683000392.jpg,3,4,128 m²,117 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
885,RUMAH CLUSTER NORD VILLE SINAR MAS GRAND CITY 2 LT,"Rp 3,5 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13569030/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13569030/original/hos13569030-rumah-di-jual-di-balikpapan-utara-balikpapan-1683000375.jpg,5,5,200 m²,172 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
886,RUMAH MURAH DI PERUMAHAN ELIT,"Rp 1,05 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13569029/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13569029/original/hos13569029-rumah-di-jual-di-balikpapan-selatan-balikpapan-1683000374.jpg,3,2,90 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
887,DAUN VILLAGE TYPE MULBERRY,Rp 725 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13569025/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13569025/original/hos13569025-rumah-di-jual-di-balikpapan-utara-balikpapan-1683000371.jpg,2,1,84 m²,45 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
888,RUMAH KANTOR 2LT DITENGAH KOTA STRATEGIS HARGA MURAH,"Rp 2,1 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13569026/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13569026/original/hos13569026-rumah-di-jual-di-balikpapan-tengah-balikpapan-1683000372.jpg,8,6,429 m²,429 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
889,STRATEGIS TEMPAT USAHA DI PINGGIR JALAN BALIKPAPAN,Rp 500 Juta,"Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13569024/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13569024/original/hos13569024-rumah-di-jual-di-balikpapan-tengah-balikpapan-1683000370.jpg,2,1,87 m²,70 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
890,PERUMAHAN CITRA CITY LANDMARK TYPE ALODIA 2 LT,"Rp 1,72 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13569023/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13569023/original/hos13569023-rumah-di-jual-di-balikpapan-selatan-balikpapan-1683000367.jpg,3,2,72 m²,74 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
891,"RUMAH  2LT DI  PERUMAHAN BORNEO PARADISO,BALIKPAPAN","Rp 1,2 Miliar","Balikpapan Timur, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13569020/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13569020/original/hos13569020-rumah-di-jual-di-balikpapan-timur-balikpapan-1683000361.jpg,3,2,120 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
892,KOMPLEK PERUM PONDOK BUKIT LESTARI BALIKPAPAN,Rp 200 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13569017/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13569017/original/hos13569017-rumah-di-jual-di-balikpapan-selatan-balikpapan-1683000359.jpg,2,1,190 m²,36 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,,,,,,,,,Dijual
893,RUMAH DEKAT PERUMAHAN BALIKPAPAN BARU,Rp 950 Juta,"Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13569019/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13569019/original/hos13569019-rumah-di-jual-di-balikpapan-tengah-balikpapan-1683000360.jpg,3,2,180 m²,120 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
894,RUMAH DI DAERAH KARIANGAU DEKAT PELABUHAN PETI KEMAS,Rp 600 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13569014/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13569014/original/hos13569014-rumah-di-jual-di-balikpapan-utara-balikpapan-1683000357.jpg,2,1,156 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
895,DAUN VILLAGE NEW LYCHEE 2 LANTAI,"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13569013/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13569013/original/hos13569013-rumah-di-jual-di-balikpapan-selatan-balikpapan-1683000356.jpg,4,3,240 m²,116 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,,,,,,,,,Dijual
896,RUMAH MURAH DI PERUMAHAN PESONA KHATULISTIWA,Rp 620 Juta,"Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13569012/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13569012/original/hos13569012-rumah-di-jual-di-balikpapan-tengah-balikpapan-1683000355.jpg,3,1,78 m²,42 m²,,Rumah,HGB - Hak Guna Bangunan,5500 Watt,,,,,,,,,,,,,Dijual
897,RUMAH TINGGAL DI  KOTA BALIKPAPAN,Rp 800 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13569011/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13569011/original/hos13569011-rumah-di-jual-di-balikpapan-selatan-balikpapan-1683000355.jpg,2,2,200 m²,77 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
898,RUMAH TINGGAL 2LT DI TENGAH KOTA DI BALIKPAPAN,Rp 675 Juta,"Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13569009/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13569009/original/hos13569009-rumah-di-jual-di-balikpapan-tengah-balikpapan-1683000354.jpg,5,2,157 m²,145 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,,,,,,,,,,,Dijual
899,RUMAH MEWAH DAUN VILLAGE MENGEDEPANKAN KEMEWAHAN,Rp 895 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13569002/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13569002/original/hos13569002-rumah-di-jual-di-balikpapan-selatan-balikpapan-1683000292.jpg,2,1,98 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
900,RUMAH DEKAT MALL DIKAWASAN PUPUK BARAT,"Rp 4,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13569000/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13569000/original/hos13569000-rumah-di-jual-di-balikpapan-selatan-balikpapan-1683000290.jpg,3,2,440 m²,320 m²,,Rumah,SHM - Sertifikat Hak Milik,6600 Watt,1,,,,,,,,,,,,Dijual
901,RUMAH MURAH TENGAH KOTA PERUMAHAN PESONA KHATULISTIWA,Rp 580 Juta,"Sumber Rejo, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13569001/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13569001/original/hos13569001-rumah-di-jual-di-sumber-rejo-balikpapan-1683000291.jpg,2,1,72 m²,36 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,,,,,,,,,Dijual
902,RUMAH CITRA BUKIT INDAH WATER FRONT,"Rp 1,6 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13568998/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13568998/original/hos13568998-rumah-di-jual-di-balikpapan-selatan-balikpapan-1683000289.jpg,3,2,135 m²,81 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
903,PERUMAHAN THE PEAK RESIDENCE DI KAWASAN TIMUR,Rp 527 Juta,"Manggar, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13568996/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13568996/original/hos13568996-rumah-di-jual-di-manggar-balikpapan-1683000287.jpg,2,1,90 m²,45 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
904,RUMAH DI JALAN MULAWARMAN 2 LANTAI,Rp 980 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13568997/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13568997/original/hos13568997-rumah-di-jual-di-balikpapan-selatan-balikpapan-1683000288.jpg,3,1,395 m²,121 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
905,RUMAH MURAH DI HOOK SEPINGGAN ASRI,Rp 875 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13568994/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13568994/original/hos13568994-rumah-di-jual-di-balikpapan-selatan-balikpapan-1683000286.jpg,4,2,180 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
906,BALIKPAPAN REGENCY CLUSTER VALENCIA,Rp 850 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13568991/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13568991/original/hos13568991-rumah-di-jual-di-balikpapan-selatan-balikpapan-1683000284.jpg,2,2,90 m²,54 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
907,PERUMAHAN CITRA CITY TYPE ODILIA,"Rp 2,25 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13568993/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13568993/original/hos13568993-rumah-di-jual-di-balikpapan-selatan-balikpapan-1683000285.jpg,3,1,105 m²,92 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
908,RUMAH DI JL RIKO KAMPUNG BARU,"Rp 1,75 Miliar","Baru Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13568989/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13568989/original/hos13568989-rumah-di-jual-di-baru-tengah-balikpapan-1683000280.jpg,2,2,307 m²,307 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
909,RUMAH MODERN 2 MENIT DARI STT MIGAS KM 8,Rp 726 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13568985/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13568985/original/hos13568985-rumah-di-jual-di-balikpapan-utara-balikpapan-1683000278.jpg,2,2,157 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
910,RUMAH MURAH 2 LT   DI PERUMAHAN PESONA KHATULISTIWA,Rp 983 Juta,"Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13568984/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13568984/original/hos13568984-rumah-di-jual-di-balikpapan-tengah-balikpapan-1683000277.jpg,3,3,108 m²,60 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,,,,,,,,,Dijual
911,HUNIAN RUMAH YANG NYAMAN DAN DI DAERAH STRATEGIS,Rp 850 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13568983/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13568983/original/hos13568983-rumah-di-jual-di-balikpapan-utara-balikpapan-1683000277.jpg,2,2,184 m²,64 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
912,RUMAH HUNIAN NYAMAN DI HOOK PERUM SEPINGGAN PRATAMA,"Rp 2,27 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13568982/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13568982/original/hos13568982-rumah-di-jual-di-balikpapan-selatan-balikpapan-1683000275.jpg,3,2,220 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
914,HUNIAN NYAMAN DISEPINGGAN PRATAMA,"Rp 2,2 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13511460/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13511460/original/hos13511460-rumah-di-jual-di-balikpapan-selatan-balikpapan-1682429995.jpg,3,2,220 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
915,Rumah 1 Lantai dekat perkantoran dan perumahan,Rp 875 Juta,"Sepinggan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13475095/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1809501/2023-04-18-14-08-03-42b92a09-0ec1-40ea-91e0-7a4f3d187d56.jpg,3,2,180 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,1,Ya,Ya,Unfurnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Ya,Sudah Renovasi,Dijual
916,216 Balikpapan Taman Sari Bukit Mutiara Wika Rumah Cantik Siap Huni,"Rp 2,65 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13468930/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-10-03-54-43-af94fe42-e138-4bd1-aac0-b469114c9d82.jpg,3,2,292 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
917,128 Balikpapan Baru Rumah Mewah Full Furnished Area Dekat Pusat Kuliner,"Rp 2,8 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13468915/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-10-09-54-16-09c652a1-9d49-4002-8000-7a34d4afa5bb.jpg,5,4,200 m²,298 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,2,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
918,RUMAH TENGAH KOTA,Rp 1 Miliar,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13321541/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13321541/original/hos13321541-rumah-di-jual-di-balikpapan-selatan-balikpapan-1680569125.jpg,3,1,147 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
919,DI JUAL CEPAT RUMAH SHM DI KAWASAN PERUMAHAN GRAND CITY,"Rp 1,28 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13250471/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13250471/original/hos13250471-rumah-di-jual-di-balikpapan-utara-balikpapan-1679986672.jpg,2,2,108 m²,61 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
920,DI JUAL RUMAH ASRI DI KAWASAN PERUMAHAN PONDOK KARYA AGUNG,"Rp 1,35 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13250295/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13250295/original/hos13250295-rumah-di-jual-di-balikpapan-selatan-balikpapan-1679985942.jpg,4,3,287 m²,184 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
921,RUMAH DUA LANTAI DI KAWASAN PERUMAHAN BALIKPAPAN BARU,"Rp 2,6 Miliar","Damai, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13249934/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13249934/original/hos13249934-rumah-di-jual-di-damai-balikpapan-1679984925.jpg,3,120,261 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,2,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
922,RUMAH ELIT DI PERUMAHAN BUKIT CITRA INDAH,"Rp 3,85 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13249843/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13249843/original/hos13249843-rumah-di-jual-di-balikpapan-selatan-balikpapan-1679984777.jpg,4,4,244 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,,,,,,,,,,,,Dijual
923,RUMAH ELIT DI PERUMAHAN BUKIT CITRA INDAH,"Rp 4,95 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13249841/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13249841/original/hos13249841-rumah-di-jual-di-balikpapan-selatan-balikpapan-1679984774.jpg,4,4,412 m²,340 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,,,,,,,,,,,,Dijual
924,DUA RUMAH DENGAN HARGA MURAH FULL FURNITURE DI PERUMAHAN VILA DAMAI,"Rp 1,6 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13249790/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13249790/original/hos13249790-rumah-di-jual-di-balikpapan-tengah-balikpapan-1679984622.jpg,5,4,193 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
925,BALIKPAPAN BARU,"Rp 1,25 Miliar","Damai, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13249789/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13249789/original/hos13249789-rumah-di-jual-di-damai-balikpapan-1679984620.jpg,3,2,120 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
926,RUMAH MURAH DI PERUMAHAN SEPINGGAN,Rp 600 Juta,"Sepinggan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13249788/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13249788/original/hos13249788-rumah-di-jual-di-sepinggan-balikpapan-1679984619.jpg,2,1,400 m²,98 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,,,,,,,,,,,Dijual
927,RUMAH MURAH DI PERUMAHAN BALIKPAPAN BARU,"Rp 1,05 Miliar","Damai, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13249786/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13249786/original/hos13249786-rumah-di-jual-di-damai-balikpapan-1679984618.jpg,2,1,130 m²,81 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
928,RUMAH BARU CANTIK DI KAWASAN TRIBUN KALTIM,Rp 775 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13249785/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13249785/original/hos13249785-rumah-di-jual-di-balikpapan-utara-balikpapan-1679984617.jpg,3,2,72 m²,65 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
929,RUMAH MINIMALIS DI PERUMAHAN GRAND CITY,"Rp 1,75 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13249783/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13249783/original/hos13249783-rumah-di-jual-di-balikpapan-utara-balikpapan-1679984614.jpg,3,2,126 m²,79 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
930,RUMAH KOS DI AREA MILONO,"Rp 3,2 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13249782/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13249782/original/hos13249782-rumah-di-jual-di-balikpapan-selatan-balikpapan-1679984613.jpg,12,13,400 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
931,RUMAH MINIMALIS DI PERUMAHAN BALIKPAPAN BARU,"Rp 1,8 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13249781/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13249781/original/hos13249781-rumah-di-jual-di-balikpapan-baru-balikpapan-1679984611.jpg,4,2,156 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
932,RUMAH DI / CEPAT DI PERUMAHAN SIAGA,"Rp 3,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13249773/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13249773/original/hos13249773-rumah-di-jual-di-balikpapan-selatan-balikpapan-1679984597.jpg,4,3,150 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
933,RUMAH KOS DI KAWASAN MARTADINATA,"Rp 2,3 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13249768/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13249768/original/hos13249768-rumah-di-jual-di-balikpapan-tengah-balikpapan-1679984582.jpg,17,8,469 m²,469 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
