Unnamed: 0,Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Sertifikat,Daya Listrik
213,"Dijual Rumah 2 Lantai Semi Furnished HGB di Balikpapan Baru Bb , Balikpapan",6000.0,"Balikpapan Selatan, Balikpapan",7.0,5.0,454,476,HGB - Hak Guna Bangunan,5500 Watt
214,"Dijual Rumah Bagus Furnished SHM di Perumahan Pupuk, Balikpapan",9000.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,670,400,SHM - Sertifikat Hak Milik,13200 Watt
215,"Dijua Rumah 2 Lantai + Kolam Renang Bagus Unfurnished SHM di Ciputra Citra Bukit Indah Kota Balikpapan , Balikpapan",6800.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,450,275,SHM - Sertifikat Hak Milik,2200 Watt
216,"Rumah 2 Lantai Sudah Renovasi Unfurnished HGB di Balikpapan Baru, Balikpapan",4800.0,"Balikpapan Selatan, Balikpapan",5.0,4.0,395,250,HGB - Hak Guna Bangunan,3500 Watt
217,Rumah Kutai Hills Full Furnish Balikpapan code Dvo ,2000.0,"Balikpapan Utara, Balikpapan",4.0,2.0,200,200,SHM - Sertifikat Hak Milik,2200 Watt
219,"BALIKPAPAN RUMAH PERUMAHAN SEPINGGAN PRATAMA  CLUSTER GADING MANSION, ( HM137)",650.0,"Balikpapan Timur, Balikpapan",3.0,1.0,90,78,SHM - Sertifikat Hak Milik,1300 Watt
220,RUMAH BESAR FULL FURNISHED,1500.0,"Balikpapan Utara, Balikpapan",4.0,3.0,186,186,SHM - Sertifikat Hak Milik,2200 Watt
221,RUMAH SEMI FURNISHED DI PERUMAHAN,752.0,"Balikpapan Utara, Balikpapan",2.0,1.0,90,70,SHM - Sertifikat Hak Milik,1300 Watt
222,RUMAH DAN TANAH LUAS,702.0,"Balikpapan Utara, Balikpapan",3.0,2.0,200,102,SHM - Sertifikat Hak Milik,900 Watt
223,RUMAH TINGKAT CANTIK DAN  TERAWAT,1300.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,84,128,HGB - Hak Guna Bangunan,12700 Watt
224,RUMAH CANTIK TERAWAT MINIMALIS,1200.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,120,144,SHM - Sertifikat Hak Milik,3500 Watt
225,RUMAH TINGKAT,1130.0,"Balikpapan Utara, Balikpapan",3.0,2.0,160,96,SHM - Sertifikat Hak Milik,2200 Watt
226,RUMAH KONTRAKAN,800.0,"Balikpapan Selatan, Balikpapan",6.0,4.0,100,200,HGB - Hak Guna Bangunan,2200 Watt
227,JUAL CEPAT BU Rumah 2 Lantai Posisi Hook,950.0,"Balikpapan Utara, Balikpapan",6.0,2.0,208,208,SHM - Sertifikat Hak Milik,3500 Watt
228,Rumah Nyaman Posisi Hook,1790.0,"Balikpapan Utara, Balikpapan",3.0,2.0,173,153,SHM - Sertifikat Hak Milik,2200 Watt
229,RUMAH BARU TYPE 50,485.0,"Balikpapan Barat, Balikpapan",2.0,1.0,120,50,SHM - Sertifikat Hak Milik,2200 Watt
230,PREMIUM GOLF VIEW RESIDENCE,4790.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,374,180,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt
231,SIAP HUNI RUMAH MINIMALIS,995.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,138,80,SHM - Sertifikat Hak Milik,2200 Watt
232,PESONA KHATULISTIWA BALIKPAPAN,948.0,"Balikpapan Tengah, Balikpapan",2.0,1.0,108,60,SHM - Sertifikat Hak Milik,2200 Watt
233,BALIKPAPAN RUMAH BESAR DAERAH PUPUK (HM93),2500.0,"Damai, Balikpapan",3.0,2.0,238,180,HGB - Hak Guna Bangunan,2200 Watt
234,BALIKPAPAN RUMAH GRAND CITY BERSIH DAN TERAWAT,1500.0,"Balikpapan Utara, Balikpapan",2.0,2.0,108,61,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt
235,"Rumah Minimalis bersih, aman serta ditengah kota Balikpapan ",1000.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,90,80,SHM - Sertifikat Hak Milik,1300 Watt
236,rumah mewah di pinggir  jalan  besar,2700.0,"Balikpapan Utara, Balikpapan",5.0,5.0,311,500,SHM - Sertifikat Hak Milik,4400 Watt
237,RUMAH DUA KAMAR TIDUR SIAP HUNI SUDAH RENOVASI DALAM PERUMAHAN ELITE BERKEMBANG BALIKPAPAN,1350.0,"Balikpapan Utara, Balikpapan",2.0,2.0,112,120,SHM - Sertifikat Hak Milik,2200 Watt
238,BALIKPAPAN RUMAH PERUMAHAN REGENCY CLUSTER CASTARICA (HM29),1200.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,150,65,HGB - Hak Guna Bangunan,2200 Watt
239,BALIKPAPAN RUMAH BESAR PUPUK TENGAH KOTA (HM01),2100.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,216,250,SHM - Sertifikat Hak Milik,3500 Watt
240,BALIKPAPAN RUMAH HOOK DAERAH BATAKAN(HM07),550.0,"Batakan, Balikpapan",2.0,2.0,221,78,SHM - Sertifikat Hak Milik,1300 Watt
241,BALIKPAPAN RUMAH BESAR DAERAH BATAKAN  (HM06),1200.0,"Batakan, Balikpapan",3.0,2.0,395,121,SHM - Sertifikat Hak Milik,1300 Watt
242,BALIKPAPAN RUMAH KOMPLEK BUMI CEMPEDAK ASRI (HM08),1200.0,"Karang Joang, Balikpapan",6.0,3.0,147,220,SHM - Sertifikat Hak Milik,2200 Watt
243,BALIKPAPAN  RUMAH CLUSTER SAN FRANSISCO BALIKPAPAN BARU (HM11),4600.0,"Balikpapan Baru, Balikpapan",4.0,4.0,300,300,SHM - Sertifikat Hak Milik,5500 Watt
245,BALIKPAPAN RUMAH HALAMAN LUAS MANGGAR (HM15),400.0,"Manggar Baru, Balikpapan",4.0,2.0,300,150,SHM - Sertifikat Hak Milik,900 Watt
246,BALIKPAPAN RUMAH PERUMAHAN  WIKA  (HM17),1200.0,"Gn. Samarinda, Balikpapan",4.0,2.0,160,145,SHM - Sertifikat Hak Milik,4400 Watt
247,BALIKPAPAN RUMAH CITRA BUKIT INDAH (HM24),1350.0,"Damai, Balikpapan",2.0,1.0,122,60,SHM - Sertifikat Hak Milik,5500 Watt
248,BALIKPAPAN RUMAH DAERAH MANGGAR PERUM PONDOK ASRI (HM23),450.0,"Manggar, Balikpapan",3.0,1.0,150,126,SHM - Sertifikat Hak Milik,900 Watt
249,BALIKPAPAN RUMAH PINGGIR JALAN  DR.SUTOMO (HM25),2200.0,"Karang Rejo, Balikpapan",7.0,7.0,176,240,SHM - Sertifikat Hak Milik,2200 Watt
250,BALIKPAPAN RUMAH REGENCY CLUSTER CASTARICA (HM27),1850.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,152,167,SHM - Sertifikat Hak Milik,2200 Watt
251,BALIKPAPAN RUMAH MERAH DELIMA (HM30),400.0,"Batu Ampar, Balikpapan",1.0,1.0,150,120,SHM - Sertifikat Hak Milik,900 Watt
252,BALIKPAPAN RUMAH  RENGANIS 70% JADI (HM31),1200.0,"Gunung Bahagia, Balikpapan",3.0,3.0,241,316,SHM - Sertifikat Hak Milik,5500 Watt
253,BALIKPAPAN RUMAH MT.HARYONO BUKIT TANJUNG (HM34),1200.0,"Damai, Balikpapan",3.0,2.0,187,134,SHM - Sertifikat Hak Milik,2200 Watt
254,BALIKPAPAN RUMAH PERUM KORPRI (BELAKANG SMA 5) (HM32),1300.0,"Balikpapan Selatan, Balikpapan",9.0,4.0,150,300,SHM - Sertifikat Hak Milik,2200 Watt
255,BALIKPAPAN RUMAH BB MEDITRANIA POS 11 (HM36),1500.0,"Balikpapan Baru, Balikpapan",2.0,2.0,150,100,SHM - Sertifikat Hak Milik,2200 Watt
256,BALIKPAPAN RUMAH & KONTRAKAN DI SEMOI (HM35),4500.0,"Marga Sari, Balikpapan",10.0,2.0,880,600,SHM - Sertifikat Hak Milik,2200 Watt
257,BALIKPAPAN RUMAH PINGGIR JALAN UTAMA PRAPATAN (HM42),2600.0,"Telaga Sari, Balikpapan",4.0,1.0,176,176,SHM - Sertifikat Hak Milik,900 Watt
258,BALIKPAPAN RUMAH PERUMAHAN PGRI (HM41),630.0,"Gunung Bahagia, Balikpapan",2.0,1.0,180,36,SHM - Sertifikat Hak Milik,1300 Watt
259,BALIKPAPAN RUMAH  5 KAMAR TIDUR MT.HARYONO  (HM45),880.0,"Gunung Bahagia, Balikpapan",5.0,3.0,150,150,SHM - Sertifikat Hak Milik,5500 Watt
262,RUMAH DUA KAMAR TIDUR DALAM PERUMAHAN DI TENGAH KOTA BALIKPAPAN,895.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,98,60,SHM - Sertifikat Hak Milik,1300 Watt
263,RUMAH CANTIK SEMI FURNISH DI WIKA BALIKPAPAN SELATAN,1700.0,"Balikpapan Utara, Balikpapan",3.0,1.0,260,100,SHM - Sertifikat Hak Milik,2200 Watt
264,RUMAH  COCOK UNTUK USAHA Di AREA BALIKPAPAN UTARA,1200.0,"Balikpapan Utara, Balikpapan",5.0,2.0,300,150,SHM - Sertifikat Hak Milik,1300 Watt
265,MINIMALIS CANTIK SIAP HUNI,670.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,90,90,SHM - Sertifikat Hak Milik,2200 Watt
266,RUMAH KAMPUNG BESAR LOKASI TENGAH KOTA BANGET,500.0,"Balikpapan Selatan, Balikpapan",4.0,1.0,200,200,SHM - Sertifikat Hak Milik,1300 Watt
267,RUMAH LUAS 1000 BESERTA LAHAN SIAP UNTUK USAHA,4500.0,"Balikpapan Selatan, Balikpapan",5.0,4.0,1034,580,SHM - Sertifikat Hak Milik,4400 Watt
268,RUMAH 2 LANTAI DALAM CLUSTER HARGA BERSAHABAT,2200.0,"Balikpapan Baru, Balikpapan",3.0,2.0,180,128,SHM - Sertifikat Hak Milik,2200 Watt
269,RUMAH LUAS MEWAH DENGAN KOLAM RENANG DALAM KAWASAN RUMAH ELITE BALIKPAPAN,9500.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,670,400,SHM - Sertifikat Hak Milik,13200 Watt
270,CEPAT TURUN HARGA DI PERUMAHAN REGENCY,730.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,84,56,SHM - Sertifikat Hak Milik,2200 Watt
271,RUMAH TUMBUH MEWAH TANAH LUAS DALAM PERUMAHAN ELITE BALIKPAPAN,5600.0,"Balikpapan Baru, Balikpapan",4.0,4.0,400,250,SHM - Sertifikat Hak Milik,4400 Watt
272,RUMAH 2 LANTAI 4 PINTU SIAP HUNI DI BATAKAN MAS,1100.0,"Batakan, Balikpapan",8.0,4.0,135,120,SHM - Sertifikat Hak Milik,3500 Watt
273,RUMAH MINIMALIS  BERSIH TERAWAT SIAP HUNI DI BALIKPAPAN BARU,1700.0,"Balikpapan Baru, Balikpapan",3.0,2.0,200,150,SHM - Sertifikat Hak Milik,2200 Watt
274,RUMAH MURAH DALAM PERUMAHAN BALIKPAPAN,845.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,143,125,SHM - Sertifikat Hak Milik,1300 Watt
275,RUMAH DUA LANTAI TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,1800.0,"Balikpapan Baru, Balikpapan",3.0,2.0,144,120,SHM - Sertifikat Hak Milik,2200 Watt
276,Rumah Minimalis di tengah Kota Balikpapan ,550.0,"Balikpapan Utara, Balikpapan",2.0,1.0,150,48,SHM - Sertifikat Hak Milik,1300 Watt
277,RUMAH MEWAH TENGAH KOTA,1350.0,"Telaga Sari, Balikpapan",5.0,3.0,137,280,SHM - Sertifikat Hak Milik,3500 Watt
278,Rumah model Belanda Minimalis dan bagus.,1200.0,"Sepinggan, Balikpapan",3.0,2.0,140,90,HGB - Hak Guna Bangunan,2200 Watt
279,RUMAH LUAS DUA LANTAI DALAM PERUMAHAN ELITE BALIKPAPAN,2700.0,"Balikpapan Utara, Balikpapan",3.0,2.0,148,180,HGB - Hak Guna Bangunan,2200 Watt
280,SEPASANG RUMAH MINIMALIS MODERN,2400.0,"Balikpapan Baru, Balikpapan",6.0,4.0,220,230,SHM - Sertifikat Hak Milik,1300 Watt
281,Rumah Cantik Konsep Tunggal Tanah Luas,405.0,"Karang Joang, Balikpapan",2.0,1.0,150,39,HGB - Hak Guna Bangunan,1300 Watt
282,RUMAH DI AREA AGUNG TUNGGAL,3800.0,"Damai, Balikpapan",4.0,3.0,400,230,SHM - Sertifikat Hak Milik,1300 Watt
283,"BALIKPAPAN BARU,  RUMAH COCOK UNTUK MESS",2300.0,"Balikpapan Baru, Balikpapan",6.0,2.0,234,156,SHM - Sertifikat Hak Milik,2200 Watt
284,RUMAH TUMBUH MURAH DALAM PERUMAHAN ELITE BALIKPAPAN,1350.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,144,75,SHM - Sertifikat Hak Milik,2200 Watt
285,RUMAH TERAWAT BERSIH DAN BARU DI CAT DALAM PERUMAHAN PADAT PENDUDUK BALIKPAPAN,800.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,115,45,SHM - Sertifikat Hak Milik,1300 Watt
286,RUMAH LUAS DENGAN KOLAM RENANG DALAM PERUMAHAN DI BALIKPAPAN,3750.0,"Balikpapan Utara, Balikpapan",4.0,5.0,319,450,SHM - Sertifikat Hak Milik,4400 Watt
287,RUMAH MEWAH LUAS DENGAN KOLAM RENANG DI PERUMAHAN ELITE BALIKPAPAN,5780.0,"Balikpapan Tengah, Balikpapan",3.0,3.0,665,400,SHM - Sertifikat Hak Milik,4400 Watt
288,RUMAH TUMBUH HOOK BARU RENOVASI  DALAM PERUMAHAN BALIKPAPAN,1670.0,"Balikpapan Utara, Balikpapan",2.0,1.0,250,80,SHM - Sertifikat Hak Milik,2200 Watt
289,RUMAH HOMY COZY LUAS DALAM PERUMAHAN ELITE BALIKPAPAN,2000.0,"Balikpapan Utara, Balikpapan",2.0,2.0,285,135,SHM - Sertifikat Hak Milik,4400 Watt
290,RUMAH DUA LANTAI TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,1500.0,"Balikpapan Baru, Balikpapan",3.0,2.0,120,93,SHM - Sertifikat Hak Milik,2200 Watt
291,RUMAH HOMY DUA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,875.0,"Balikpapan Utara, Balikpapan",2.0,2.0,120,100,SHM - Sertifikat Hak Milik,2200 Watt
292,RUMAH TUMBUH MURAH DALAM PERUMAHAN ELITE BALIKPAPAN,1200.0,"Balikpapan Baru, Balikpapan",2.0,1.0,140,100,SHM - Sertifikat Hak Milik,2200 Watt
293,RUMAH LUAS DUA SETENGAH LANTAI DALAM PERUMAHAN ELITE BALIKPAPAN,2400.0,"Balikpapan Baru, Balikpapan",4.0,4.0,160,320,SHM - Sertifikat Hak Milik,2200 Watt
294,RUMAH HOMY SIAP HUNI TIGA KAMAR TIDUR DALAM PERUMAHAN WIKA ELITE BALIKPAPAN,1420.0,"Gn. Samarinda, Balikpapan",3.0,2.0,211,200,SHM - Sertifikat Hak Milik,2200 Watt
295,RUMAH TIGA KAMAR TIDUR BARU RENOVASI MINIMALIS DI TENGAH KOTA BALIKPAPAN,650.0,"Balikpapan Selatan, Balikpapan",3.0,1.0,120,90,SHM - Sertifikat Hak Milik,1300 Watt
296,RUMAH HOMY DUA KAMAR TIDUR DALAM PERUMAHAN WIKA ELITE BALIKPAPAN,875.0,"Balikpapan Utara, Balikpapan",2.0,2.0,120,100,SHM - Sertifikat Hak Milik,2200 Watt
297,RUMAH DUA LANTAI LUAS HOMY  COZY DALAM PERUMAHAN ELITE BALIKPAPAN,1750.0,"Balikpapan Utara, Balikpapan",3.0,3.0,256,150,SHM - Sertifikat Hak Milik,2200 Watt
298,RUMAH LUAS BESAR DI BOULEVARD PERUMAHAN ELITE BALIKPAPAN,7000.0,"Balikpapan Baru, Balikpapan",4.0,3.0,648,176,SHM - Sertifikat Hak Milik,3500 Watt
299,Rumah minimalis modern di balikpapan regency,700.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,112,42,SHM - Sertifikat Hak Milik,1300 Watt
300,Rumah minimalis modern di dalam perumahan regency,900.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,112,45,SHM - Sertifikat Hak Milik,1300 Watt
301,Rumah elite di hook di balikpapan regency,1900.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,256,68,SHM - Sertifikat Hak Milik,2200 Watt
302,"Rumah di hook di perumahan komplek ramayana di Jl.soekarno hatta kilo 3,5 komplek ramayana",600.0,"Balikpapan Utara, Balikpapan",3.0,2.0,120,90,SHM - Sertifikat Hak Milik,1300 Watt
303,RUMAH CANTIK TURUN HARGA,2250.0,"Balikpapan Selatan, Balikpapan",4.0,5.0,210,155,SHM - Sertifikat Hak Milik,3500 Watt
304,CEPAT RUMAH CANTIK DI PERUMAHAN ELITE CIPUTRA,4500.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,356,199,SHM - Sertifikat Hak Milik,5500 Watt
305,RUMAH CANTIK DEKAT PANTAI DI KAWASAN MULAWARMAN,10000.0,"Sepinggan, Balikpapan",4.0,5.0,826,998,SHM - Sertifikat Hak Milik,4400 Watt
306,PERUMAHAN MEWAH DI KAWASAN SEPINGGAN,6500.0,"Balikpapan Selatan, Balikpapan",5.0,4.0,500,400,SHM - Sertifikat Hak Milik,5500 Watt
307,DI JUAL CEPAT RUMAH LANTAI 2 SHM DI PERAHAN REGENCY,1100.0,"Sepinggan, Balikpapan",3.0,2.0,150,100,SHM - Sertifikat Hak Milik,1300 Watt
308,HOMMY COZY TERAWAT DALAM CLUSTER,1100.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,162,100,SHM - Sertifikat Hak Milik,1300 Watt
309,"RUMAH BALIKPAPAN BARU, CLUSTER PARIS LOKASI DEPAN MALL FANTASI BB",5000.0,"Balikpapan Baru, Balikpapan",6.0,4.0,612,350,SHM - Sertifikat Hak Milik,5500 Watt
310,RUMAH TINGGAL DI AREA BATU AMPAR,700.0,"Balikpapan Utara, Balikpapan",3.0,2.0,200,90,SHM - Sertifikat Hak Milik,1300 Watt
311,RUMAH DI BAWAH HARGA UPRAISAL BANK,1000.0,"Balikpapan Tengah, Balikpapan",4.0,3.0,200,200,SHM - Sertifikat Hak Milik,2200 Watt
312,"BALIKPAPAN,  RUMAH LAHAN LUAS DIKOTA (Y360)",3700.0,"Balikpapan Utara, Balikpapan",11.0,8.0,1115,550,SHM - Sertifikat Hak Milik,7600 Watt
314,"RUMAH SECOND DI PUSAT KOTA JALAN UTAMA A YANI, COCOK BUAT KANTOR, GUDANG DLL",10000.0,"Balikpapan Tengah, Balikpapan",8.0,3.0,307,250,SHM - Sertifikat Hak Milik,3500 Watt
316,DI JUAL RUMAH BANGUNAN KOKOH SHM DI PERUMAHAN PUPUK,4500.0,"Balikpapan Selatan, Balikpapan",4.0,4.0,600,400,SHM - Sertifikat Hak Milik,5500 Watt
317,"RUMAH MEWAH, LANGSUNG CUAN",1100.0,"Balikpapan Selatan, Balikpapan",28.0,10.0,200,200,SHM - Sertifikat Hak Milik,3500 Watt
318,RUMAH ASRI DAN NYAMAN,295.0,"Balikpapan Timur, Balikpapan",2.0,1.0,120,36,SHM - Sertifikat Hak Milik,1300 Watt
319,RUMAH TINGKAT TERAWAT,800.0,"Balikpapan Utara, Balikpapan",2.0,2.0,96,120,SHM - Sertifikat Hak Milik,1300 Watt
320,RUMAH KLASIK TENGAH KOTA,4000.0,"Balikpapan Tengah, Balikpapan",5.0,2.0,427,300,SHM - Sertifikat Hak Milik,2200 Watt
321,RUMAH TERAWAT DUA LANTAI,700.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,120,210,SHM - Sertifikat Hak Milik,900 Watt
322,RUMAH 2 LANTAI PLUS RUKO,950.0,"Balikpapan Utara, Balikpapan",4.0,2.0,218,218,SHM - Sertifikat Hak Milik,1300 Watt
323,RUMAH MINIMALIS MODERN,1500.0,"Balikpapan Utara, Balikpapan",3.0,3.0,268,177,HGB - Hak Guna Bangunan,2200 Watt
324,SIAPA CEPAT DIA DAPAT,900.0,"Balikpapan Timur, Balikpapan",2.0,2.0,191,72,SHM - Sertifikat Hak Milik,2200 Watt
325,RUMAH PERUM HER 2,390.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,120,120,SHM - Sertifikat Hak Milik,1300 Watt
326,RUMAH 2 LANTAI,450.0,"Balikpapan Utara, Balikpapan",3.0,1.0,118,110,SHM - Sertifikat Hak Milik,2200 Watt
327,SIAPA CEPAT DIA DAPAT,550.0,"Prapatan, Balikpapan",10.0,10.0,175,175,SHM - Sertifikat Hak Milik,1300 Watt
328,PERUMNAS BATU AMPAR,1700.0,"Balikpapan Utara, Balikpapan",5.0,2.0,155,172,SHM - Sertifikat Hak Milik,2200 Watt
329,RUMAH + TANAH YANG LUAS DITENGAH KOTA,2800.0,"Balikpapan Tengah, Balikpapan",3.0,2.0,733,136,SHM - Sertifikat Hak Milik,2200 Watt
330,TANAH LUAS PLUS RUMAH,900.0,"Manggar, Balikpapan",4.0,3.0,450,117,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt
331,RUMAH BESAR DITENGAH KOTA,6500.0,"Balikpapan Selatan, Balikpapan",4.0,4.0,1407,300,HGB - Hak Guna Bangunan,10000 Watt
332,RUMAH BESAR PINGGIR JALAN BESAR,6800.0,"Klandasan Ulu, Balikpapan",7.0,3.0,435,298,SHM - Sertifikat Hak Milik,10600 Watt
333,RUMAH MINIMALIS DI WIKA,980.0,"Balikpapan Tengah, Balikpapan",3.0,2.0,120,125,SHM - Sertifikat Hak Milik,2200 Watt
334,RUMAH MINIMALIS,500.0,"Balikpapan Utara, Balikpapan",3.0,1.0,120,100,SHM - Sertifikat Hak Milik,1300 Watt
335,RUMAH BESAR TENGAH KOTA,4100.0,"Klandasan Ilir, Balikpapan",5.0,3.0,318,460,SHM - Sertifikat Hak Milik,2200 Watt
336,RUMAH BALIKPAPAN STRATEGIS,1290.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,240,240,SHM - Sertifikat Hak Milik,2200 Watt
337,"BALIKPAPAN,  RUMAH DENGAN TANAH LUAS (Y391)",2200.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,360,300,SHM - Sertifikat Hak Milik,2200 Watt
338,BALIKPAPAN REGENCY,995.0,"Balikpapan Selatan, Balikpapan",3.0,1.0,180,60,SHM - Sertifikat Hak Milik,1300 Watt
339,TAMAN SARI BUKIT MUTIARA (WIKA),1500.0,"Balikpapan Utara, Balikpapan",4.0,2.0,200,200,SHM - Sertifikat Hak Milik,3500 Watt
340,TAMAN SARI BUKIT MUTIARA (WIKA),1500.0,"Balikpapan Utara, Balikpapan",4.0,2.0,200,200,SHM - Sertifikat Hak Milik,3500 Watt
341,TAMAN SARI BUKIT MUTIARA,1300.0,"Balikpapan Utara, Balikpapan",3.0,1.0,144,110,SHM - Sertifikat Hak Milik,1300 Watt
342,BORNEO PARADISO,900.0,"Balikpapan Selatan, Balikpapan",5.0,2.0,178,100,SHM - Sertifikat Hak Milik,1300 Watt
343,BALIKPAPAN BARU,3000.0,"Damai, Balikpapan",5.0,5.0,240,74,SHM - Sertifikat Hak Milik,4400 Watt
344,INPRES,1200.0,"Balikpapan Utara, Balikpapan",5.0,3.0,195,175,HGB - Hak Guna Bangunan,2200 Watt
345,GRAHA INDAH,600.0,"Balikpapan Utara, Balikpapan",3.0,1.0,108,100,SHM - Sertifikat Hak Milik,1300 Watt
346,AGUNG TUNGGAL,3800.0,"Balikpapan Utara, Balikpapan",4.0,3.0,400,230,SHM - Sertifikat Hak Milik,1300 Watt
347,"Balikpapan, 2 unit rumah,Jl. Kariangau.",1400.0,"Balikpapan Barat, Balikpapan",7.0,3.0,350,230,SHM - Sertifikat Hak Milik,3500 Watt
348,BALIKPAPAN RUMAH DIBORNEO PARADISO,480.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,96,50,SHM - Sertifikat Hak Milik,1300 Watt
349,BALIKPAPAN RUMAH MEWAH DALAM  PERUMAHAN KORPRI DEKAT SEMUA FASILITAS UMUM,2500.0,"Balikpapan Selatan, Balikpapan",5.0,3.0,150,300,SHM - Sertifikat Hak Milik,2200 Watt
350,RUMAH CANTIK DI BERUMAHAN MEWAH KOTA BALIKPAPAN PLUS FURNITUR,1800.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,216,300,SHM - Sertifikat Hak Milik,3500 Watt
353,"TUR7N HARGA RUMAH BAGUS JUAL CEPAT, cluster citra indah, one gate smart card system",3500.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,230,320,SHM - Sertifikat Hak Milik,2200 Watt
354,RUMAH BALIKPAPAN HOOK GADING PRATAMA DEKAT POLDA,1490.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,144,120,SHM - Sertifikat Hak Milik,2200 Watt
355,RUMAH DUA LANTAI DI KAWASAN PERUMAHAN BALIKPAPAN BARU,2000.0,"Damai, Balikpapan",4.0,3.0,300,220,SHM - Sertifikat Hak Milik,5500 Watt
356,DI JUAL RUMAH CANTIK DI PERUMAHAN BUKIT DAMAI INDAH,1600.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,160,135,SHM - Sertifikat Hak Milik,2200 Watt
357,"BALIKPAPAN,  INDRAKILA ( Y171)",1300.0,"Gn. Samarinda, Balikpapan",3.0,3.0,320,172,SHM - Sertifikat Hak Milik,4400 Watt
358,BALIKPAPAN PERUM HER 2(Y213),750.0,"Sepinggan, Balikpapan",3.0,1.0,120,180,SHM - Sertifikat Hak Milik,2200 Watt
359,RUMAH MINIMALIS CANTIK,1500.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,328,158,SHM - Sertifikat Hak Milik,2200 Watt
360,BESAR DALAM PERUMAHAN ELIT,3800.0,"Balikpapan Selatan, Balikpapan",6.0,4.0,200,250,SHM - Sertifikat Hak Milik,3500 Watt
361,RUMAH BALIKPAPAN WIKA HOOK BARU RENOV,1690.0,"Balikpapan Utara, Balikpapan",3.0,1.0,250,60,SHM - Sertifikat Hak Milik,1300 Watt
362,BALIKPAPAN GRANDCITY (Y199),1100.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,72,57,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt
363,"BALIKPAPAN, WIKA RUMAH ASRI TERAWAT (Y288)",1200.0,"Balikpapan Utara, Balikpapan",3.0,2.0,180,120,SHM - Sertifikat Hak Milik,4400 Watt
364,RUMAH HOMY MEWAH LUAS SIAP HUNI BALIKPAPAN,4600.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,485,300,SHM - Sertifikat Hak Milik,6600 Watt
501,RUMAH LUAS MEWAH DENGAN KOLAM RENANG DALAM KAWASAN RUMAH ELITE BALIKPAPAN,9500.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,670,400,SHM - Sertifikat Hak Milik,13200 Watt
503,Rumah ellite full furnish di tengah kota,1800.0,"Balikpapan Utara, Balikpapan",4.0,4.0,186,160,SHM - Sertifikat Hak Milik,2200 Watt
504,RUMAH BDI,1700.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,180,100,SHM - Sertifikat Hak Milik,2200 Watt
505,RUMAH LUAS MEWAH DEPAN TAMAN DAN LAPANGAN BASKET DALAM PERUMAHAN ELITE BALIKPAPAN,9500.0,"Balikpapan Baru, Balikpapan",4.0,4.0,396,289,SHM - Sertifikat Hak Milik,5500 Watt
506,Rumah Konsep Elegant Dan Dihook Dekat Terminal Bus ,1000.0,"Balikpapan Utara, Balikpapan",2.0,2.0,135,135,SHM - Sertifikat Hak Milik,3500 Watt
