Unnamed: 0,Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Sertifikat,Daya Listrik
52,Hunian Dekat Terminal Bus Batu Ampar dan ditengah kota,1500.0,"Batu Ampar, Balikpapan",6.0,4.0,200,240,SHM - Sertifikat Hak Milik,1300 Watt
53,TURUN HARGA MENJADI TERBAIK RUMAH PETAK 3 PINTU KAMPUNG TIMUR MURAH COCOK UNTUK INVESTASI,900.0,"Gn. Samarinda, Balikpapan",6.0,3.0,252,252,SHM - Sertifikat Hak Milik,1300 Watt
53,RUMAH DI BORNEO PARADISO,500.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,90,60,SHM - Sertifikat Hak Milik,1300 Watt
54,RUMAH  DI TENGAH KOTA,1700.0,"Klandasan Ilir, Balikpapan",3.0,2.0,145,84,SHM - Sertifikat Hak Milik,2200 Watt
54,MODERN MINIMALIS 1 LANTAI SIAP HUNI,2500.0,"Damai, Balikpapan",4.0,3.0,180,111,SHM - Sertifikat Hak Milik,4400 Watt
55,RUMAH MINIMALIS  1 LANTAI SIAP HUNI   ANYAMAN DAN ASRI DI PERUM PGRI,700.0,"Balikpapan Selatan, Balikpapan",3.0,1.0,142,140,SHM - Sertifikat Hak Milik,1300 Watt
55,RUMAH DENGAN HARGA BANTING SIAPA CEPAT DIA DAPAT,1000.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,240,200,SHM - Sertifikat Hak Milik,2200 Watt
56,RUMAH TINGGAL TENGAH KOTA BALIKPAPAN,650.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,140,92,SHM - Sertifikat Hak Milik,2200 Watt
57,RUMAH SIAP HUNI DENGAN AIR SUMUR BOR DALAM PERUMAHAN TENGAH KOTA BALIKPAPAN,1300.0,"Balikpapan Utara, Balikpapan",2.0,2.0,150,100,SHM - Sertifikat Hak Milik,4400 Watt
57,CEPAT TENGAH KOTA HARGA BERSAING,1500.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,299,200,SHM - Sertifikat Hak Milik,3500 Watt
58,MURAH DEKET PUSAT KOTA MOBIL SAMPAI TERAS RUMAH,595.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,112,45,SHM - Sertifikat Hak Milik,1300 Watt
59,RUMAH TERAWAT MODERN MINIMALIS ONE GATE SYSTEM,1700.0,"Balikpapan Selatan, Balikpapan",5.0,3.0,120,115,SHM - Sertifikat Hak Milik,2200 Watt
59,RUMAH BARU DI BANGUN TANPA INDEN DI KARTINI RESIDENCE,800.0,"Gunung Bahagia, Balikpapan",2.0,1.0,120,63,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt
60,TURUN HARGA RUMAH DUA LANTAI DI KAWASAN ELIT,1800.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,100,120,SHM - Sertifikat Hak Milik,2200 Watt
60,Dijual Rumah Baru Sepinggan,885.0,"Sepinggan, Balikpapan",2.0,1.0,227,55,SHM - Sertifikat Hak Milik,4400 Watt
61,RUMAH POSISI HOOK DI  HITUNG HARGA TANAH AJA,850.0,"Balikpapan Utara, Balikpapan",2.0,1.0,208,180,SHM - Sertifikat Hak Milik,1300 Watt
61,"Dijual Rumah 2 Lantai SHM di Balikpapan Baru Bb, Balikpapan",2500.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,198,225,SHM - Sertifikat Hak Milik,2200 Watt
62,RUMAH NYAMAN TANAH LUAS,1250.0,"Balikpapan Utara, Balikpapan",3.0,2.0,395,121,SHM - Sertifikat Hak Milik,2200 Watt
62,EMPAT MILLIAR LANGSUNG HUNI NO RENOV2 RUMAH ADA KOLAM RENANG TERAWAT,4500.0,"Balikpapan Tengah, Balikpapan",3.0,4.0,300,250,SHM - Sertifikat Hak Milik,6600 Watt
63,BANGUNAN LAHAN BESAR KAWASAN ELIT DEKET MALL,2800.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,354,225,SHM - Sertifikat Hak Milik,4400 Watt
63,DI  RUMAH BARU READY STOCK DAN SIAP HUNITANPA DP (DP 0%) & BEBAS SEMUA BIAYA2 NYA,430.0,"Balikpapan Utara, Balikpapan",2.0,1.0,105,42,SHM - Sertifikat Hak Milik,1300 Watt
64,turun harga!!! Balikpapan Di  rumah Ciputra Citra Bukit Indah BDI Balikpapan dibawah harga pasaran,925.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,90,60,HGB - Hak Guna Bangunan,1300 Watt
64,RUMAH DEKAT PERUSAHAAN THIESS DAN STADION BATAKAN,800.0,"Balikpapan Timur, Balikpapan",2.0,2.0,150,80,SHM - Sertifikat Hak Milik,2200 Watt
65,RUMAH MINIMALIS EMPAT KAMAR TIDUR DEKAT MASJID,2700.0,"Balikpapan Utara, Balikpapan",4.0,3.0,311,225,SHM - Sertifikat Hak Milik,3500 Watt
65,Dijual Rumah Lux 1 Lantai Full Furnished Dengan Kolam Renang,5500.0,"Balikpapan Baru, Balikpapan",4.0,2.0,475,400,SHM - Sertifikat Hak Milik,5500 Watt
66,DUA MILLIAR RUMAH BESAR ASRI SIRKULASI UDARA BAGUS KAWASAN PREMIUM,2400.0,"Balikpapan Selatan, Balikpapan",5.0,3.0,215,250,SHM - Sertifikat Hak Milik,3500 Watt
66,RUMAH MINIMALIS  1 LANTAI SIAP HUNI   ANYAMAN DAN ASRI DI PERUM PGRI,700.0,"Balikpapan Selatan, Balikpapan",3.0,1.0,142,140,SHM - Sertifikat Hak Milik,1300 Watt
67,RUMAH PINGGIR JALAN RAYA LAHAN LUAS KONDISI TERAWAT DAN BAGUS DI  FULL FURNISH,2500.0,"Balikpapan Utara, Balikpapan",4.0,2.0,400,200,SHM - Sertifikat Hak Milik,1300 Watt
67,Rumah Full Furnish dan ada workshopnya ditengah kota ,12000.0,"Balikpapan Selatan, Balikpapan",6.0,4.0,420,560,SHM - Sertifikat Hak Milik,16500 Watt
68,RUMAH FULLY FURNISHED DI BUKIT DAMAI INDAH (BDI) BALIKPAPAN,1850.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,210,100,SHM - Sertifikat Hak Milik,1300 Watt
68,HANYA 1 UNIT HARGA TERBAIK,1500.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,108,61,SHM - Sertifikat Hak Milik,2200 Watt
69,RUMAH FULLY FURNISHED DI BUKIT DAMAI INDAH (BDI) BALIKPAPAN,1850.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,210,100,SHM - Sertifikat Hak Milik,1300 Watt
69,READY STOK RUMAH DEKAT KAMPUS UNTRI,530.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,75,45,SHM - Sertifikat Hak Milik,1300 Watt
70,Di  Rumah kawasan elit Citra Bukit Indah Ciputra BDI,1050.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,90,60,SHM - Sertifikat Hak Milik,2200 Watt
70,JARANG ADA DI CLUSTERNYA LAHAN LUAS HARGA ISTIMEWA,1200.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,180,150,SHM - Sertifikat Hak Milik,2200 Watt
71,RUMAH BAGUS TERAWAT DEKAT BANDARA SIAP HUNI,900.0,"Balikpapan Timur, Balikpapan",3.0,1.0,114,90,SHM - Sertifikat Hak Milik,1300 Watt
71,di  Rumah Nyaman Kawasan Elite Citra Bukit Indah Ciputra BDI,1150.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,90,55,SHM - Sertifikat Hak Milik,2200 Watt
72,RUMAH BESAR POSISI POJOK TURUN HARGA DEKAT RSKD KANUDJOSO,1500.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,256,200,SHM - Sertifikat Hak Milik,2200 Watt
72,Di  dan di  kan rumah cantik nyaman siap huni  semi furnish ciputra bdi (citra bukit indah)  jarang ada!!!,1450.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,121,105,SHM - Sertifikat Hak Milik,4400 Watt
73,COCOK UNTUK KOS KOSAN RUMAH MURAH DEKAT BANDARA TINGGAL FINISHING,800.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,200,195,SHM - Sertifikat Hak Milik,2200 Watt
73,di  rumah luas siap huni di Bukit Damai Indah BDI Ciputra MT. Haryono Balikpapan,1400.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,140,70,HGB - Hak Guna Bangunan,2200 Watt
74,CANTIK SIAP HUNI EMPAT KAMAR  SIRKULASI UDARA BAGUS DEKAT SILOAM HOSPITAL,3300.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,215,230,SHM - Sertifikat Hak Milik,3500 Watt
74,di  rumah nyaman di perumahan ciputra bdi citra bukit indah,1200.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,120,70,HGB - Hak Guna Bangunan,3500 Watt
75,DEKAT POLDA DAN RS HERMINA TERMURAH RUMAH BARU BONUS AC,2050.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,200,108,SHM - Sertifikat Hak Milik,2200 Watt
75,Di  rumah Ciputra Citra Bukit Indah BDI Balikpapan dibawah harga pasaran,960.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,90,60,HGB - Hak Guna Bangunan,1300 Watt
76,DEKAT RSKD KANUDJOSO  MURAH,750.0,"Balikpapan Utara, Balikpapan",2.0,2.0,163,80,SHM - Sertifikat Hak Milik,4400 Watt
76,"Di  Rumah nyaman harga dibawah pasaran, semi furnish di BDI Bukit Damai Indah Ciputra",1200.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,130,70,HGB - Hak Guna Bangunan,2200 Watt
77,TURUN HARGA DEKAT BANDARA DAN LAUT BUTUH TER CEPAT,5000.0,"Balikpapan Selatan, Balikpapan",5.0,4.0,499,400,SHM - Sertifikat Hak Milik,4400 Watt
77,Di  Rumah Cantik Premium Furnish di Bdi Ciputra balikpapan,3200.0,"Balikpapan Selatan, Balikpapan",5.0,5.0,280,226,SHM - Sertifikat Hak Milik,4400 Watt
78,RUMAH DITENGAH KOTA DALAM PERUMAHAN,1700.0,"Balikpapan Tengah, Balikpapan",2.0,1.0,200,150,SHM - Sertifikat Hak Milik,2200 Watt
78,Rumah mewah di perumahan Pupuk dan sejuk,28500.0,"Balikpapan Selatan, Balikpapan",15.0,15.0,1060,1600,SHM - Sertifikat Hak Milik,16500 Watt
79,Rumah Perum WIKA MAHOGANY Balikpapan,725.0,"Gn. Samarinda, Balikpapan",2.0,1.0,120,57,SHM - Sertifikat Hak Milik,2200 Watt
79,RUMAH  MEWAH WIKA DEKAT DARI RUMAH SAKIT,4500.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,475,380,SHM - Sertifikat Hak Milik,7600 Watt
80,RUMAH DUA LANTAI DI KARANG REJO,650.0,"Balikpapan Tengah, Balikpapan",4.0,2.0,105,150,SHM - Sertifikat Hak Milik,1300 Watt
80,*BALIKPAPAN RUMAH CANTIK DALAM CLUSTER DITENGAH KOTA SIAP HUNI ( LKO 02),3500.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,160,298,SHM - Sertifikat Hak Milik,5500 Watt
81,RUMAH CANTIK  DUA LANTAI DI GRAND CITY,2300.0,"Balikpapan Utara, Balikpapan",3.0,3.0,140,88,SHM - Sertifikat Hak Milik,2200 Watt
81,BALIKPAPAN RUMAH DALAM CLUSTER BDI TENGAH KOTA ( LKO 01),1400.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,144,100,SHM - Sertifikat Hak Milik,2200 Watt
82,BALIKPAPAN RUMAH PERUMAHAN GRAND CITY HYLAND (HM170),1200.0,"Balikpapan Timur, Balikpapan",2.0,2.0,72,36,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt
82,"BALIKPAPAN, RUMAH STRATEGIS DAN NYAMAN DI RUHUI RAHAYU",1100.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,134,100,SHM - Sertifikat Hak Milik,3500 Watt
83,CEPAT RUMAH CANTIK SEMI FURNISHED,700.0,"Balikpapan Utara, Balikpapan",2.0,1.0,110,110,SHM - Sertifikat Hak Milik,1300 Watt
83,Rumah Minimalis di dekat rumah sakit Umum,600.0,"Balikpapan Utara, Balikpapan",2.0,1.0,104,44,SHM - Sertifikat Hak Milik,1300 Watt
84,Balikpapan Perumahan Griya Permata Asri,370.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,72,72,SHM - Sertifikat Hak Milik,1300 Watt
84,BALIKPAPAN  RUMAH TENGAH KOTA,1550.0,"Balikpapan Selatan, Balikpapan",8.0,3.0,135,125,SHM - Sertifikat Hak Milik,2200 Watt
85,RUMAH BALIKPAPAN GUNUNG GUNTUR,470.0,"Balikpapan Tengah, Balikpapan",3.0,2.0,180,154,SHM - Sertifikat Hak Milik,900 Watt
85,RUMAH MINIMALIS DI DAERAH GUNUNG EMPAT,850.0,"Balikpapan Barat, Balikpapan",2.0,2.0,165,77,SHM - Sertifikat Hak Milik,1300 Watt
86,Hunian Serba Baru dan Modern Di Dalam Perumahan,750.0,"Balikpapan Utara, Balikpapan",2.0,1.0,111,95,SHM - Sertifikat Hak Milik,1300 Watt
86,BALIKPAPAN RUMAH  SIAP HUNI MEMILIKI CARPORT (LM 119),450.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,72,90,SHM - Sertifikat Hak Milik,1300 Watt
87,119 Balikpapan Regency Rumah Siap Huni Memiliki Carport,425.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,72,90,SHM - Sertifikat Hak Milik,1300 Watt
87,Hunian Murah Di perumahan Wika Balikpapan,750.0,"Balikpapan Utara, Balikpapan",2.0,2.0,90,90,SHM - Sertifikat Hak Milik,2200 Watt
88,RUMAH MODERN DUA LANTAI DI GRANDCITY,5650.0,"Balikpapan Utara, Balikpapan",3.0,4.0,220,191,SHM - Sertifikat Hak Milik,3500 Watt
88,Hunian unik ditengah kota balikpapan.   ,900.0,"Gn. Samarinda, Balikpapan",5.0,2.0,330,108,SHM - Sertifikat Hak Milik,1300 Watt
89,Hunian Cantik dekat SMAN 4 Balikpapan.  ,1300.0,"Sepinggan, Balikpapan",3.0,2.0,350,91,SHM - Sertifikat Hak Milik,1300 Watt
89,Rumah Nyaman Posisi Hook,1790.0,"Balikpapan Utara, Balikpapan",3.0,2.0,173,153,SHM - Sertifikat Hak Milik,2200 Watt
90,Hunian murah Di  daerah Gunung Guntur ditengah kota ,450.0,"Sumber Rejo, Balikpapan",3.0,1.0,173,30,SHM - Sertifikat Hak Milik,2200 Watt
90,SIAP HUNI GRANDCITY,2200.0,"Balikpapan Utara, Balikpapan",4.0,3.0,126,200,SHM - Sertifikat Hak Milik,2200 Watt
91,Hunian Minimalis dikawasan Balikpapan baru ,1650.0,"Balikpapan Baru, Balikpapan",3.0,2.0,165,165,SHM - Sertifikat Hak Milik,2200 Watt
91,Rumah kos tengah kota balikpapan ,2900.0,"Balikpapan Kota, Balikpapan",15.0,9.0,650,380,SHM - Sertifikat Hak Milik,4400 Watt
92,"BALIKPAPAN RUMAH BESAR STRATEGIS DEKAT BANDARA , PASAR DAN SEKOLAH ",1850.0,"Sepinggan, Balikpapan",4.0,3.0,150,150,SHM - Sertifikat Hak Milik,3500 Watt
93,turun harga!!! Balikpapan Di  rumah Ciputra Citra Bukit Indah BDI Balikpapan dibawah harga pasaran,925.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,90,60,HGB - Hak Guna Bangunan,1300 Watt
94,"THE GREEN AZARYA BATAKAN, BALIKPAPAN",470.0,"Balikpapan Timur, Balikpapan",2.0,2.0,91,42,HGB - Hak Guna Bangunan,1300 Watt
94,RUMAH SATU LANTAI DI KAWASAN PERUMAHAN WIKA,1050.0,"Balikpapan Utara, Balikpapan",2.0,1.0,168,54,HGB - Hak Guna Bangunan,1300 Watt
95,"RUMAH SIAP HUNI DI TAMAN SARI BUKIT MUTIARA, WIKA BALIKPAPAN",980.0,"Balikpapan Utara, Balikpapan",2.0,2.0,120,110,SHM - Sertifikat Hak Milik,2200 Watt
95,DI  RUMAH DE ROYALE BALIKPAPAN REGENCY LOKASI SANGAT  STRATEGISHANYA 10 MENIT KE BANDARA SAMS BALIKPAPAN,2400.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,241,108,SHM - Sertifikat Hak Milik,5500 Watt
96,Dijual Rumah Beserta Usaha Salon Dan Studio Dance Di Balikpapan Baru Bb,3000.0,"Balikpapan Baru, Balikpapan",3.0,3.0,320,400,SHM - Sertifikat Hak Milik,2200 Watt
96,"RUMAH SIAP HUNI, DALAM KOTA,BEBAS BANJIR",530.0,"Balikpapan Utara, Balikpapan",2.0,2.0,100,90,SHM - Sertifikat Hak Milik,1300 Watt
97,Jual Rumah di Balikpapan Kalimantan Timur,4500.0,"Balikpapan Selatan, Balikpapan",5.0,4.0,206,255,SHM - Sertifikat Hak Milik,2200 Watt
98,"Dijual Rumah Siap Huni di Komplek Perumahan Balikpapan Baru, Balikpapan",1750.0,"Balikpapan Baru, Balikpapan",4.0,2.0,120,136,HGB - Hak Guna Bangunan,2200 Watt
98,BALIKPAPAN BUKIT PRONA (152),500.0,"Sepinggan, Balikpapan",2.0,1.0,100,40,SHM - Sertifikat Hak Milik,900 Watt
99,DIJUAL RUMAH 2 LANTAI BALIKPAPAN BARU ARIZONA,2600.0,"Balikpapan Baru, Balikpapan",5.0,4.0,200,298,SHM - Sertifikat Hak Milik,5500 Watt
99,RUKO PINGGIR JALAN DI PERUMAHAN REGENCY BALIKPAPAN,1050.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,57,100,SHM - Sertifikat Hak Milik,2200 Watt
100,DI  RUMAH 1 1/2 LANTAI BALIKPAPAN BARU ARIZONA,1500.0,"Balikpapan Baru, Balikpapan",3.0,1.0,120,93,SHM - Sertifikat Hak Milik,5500 Watt
100,"Dijual Cepat Rumah Tengah Kota di Komplek Perumahan Pupuk , Balikpapan",2200.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,374,220,SHM - Sertifikat Hak Milik,6600 Watt
101,"Dijual Rumah di Komplek Perumahan Balikpapan Baru , Balikpapan",1600.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,170,70,HGB - Hak Guna Bangunan,1300 Watt
101,Rumah minimalis  termurah  dikawasan  regency,520.0,"Balikpapan Selatan, Balikpapan",3.0,1.0,72,144,SHM - Sertifikat Hak Milik,1300 Watt
102,BALIKPAPAN  RUMAH MURAH SIAP HUNI,800.0,"Sepinggan, Balikpapan",3.0,2.0,167,120,SHM - Sertifikat Hak Milik,1300 Watt
102,Rumah Cluster Premium Pusat Kota Balikpapan,983.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,75,70,HGB - Hak Guna Bangunan,2200 Watt
103,RUMAH EMPAT KAMAR TIDUR DALAM PERUMAHAN LUAS TENGAH KOTA BALIKPAPAN,830.0,"Balikpapan Selatan, Balikpapan",4.0,1.0,84,115,SHM - Sertifikat Hak Milik,2200 Watt
103,RUMAH MEWAH TERAWATFULL FURNISHED,2200.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,152,100,SHM - Sertifikat Hak Milik,3500 Watt
104,BALIKPAPAN RUMAH GRAND CITY BERSIH DAN TERAWAT (HM73),1500.0,"Balikpapan Utara, Balikpapan",2.0,2.0,108,61,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt
104,RUMAH TERAWAT LOKASI STRATEGIS DEKAT AIRPORT (FHS-RM-01),550.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,150,60,SHM - Sertifikat Hak Milik,1300 Watt
105,SIAP HUNI HARGA NEGO,1650.0,"Balikpapan Utara, Balikpapan",2.0,1.0,108,61,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt
105,RUMAH TERAWAT LOKASI STRATEGIS TENGAH KOTA AKSES DEKAT (FHS-RM-02),425.0,"Balikpapan Tengah, Balikpapan",3.0,1.0,98,85,SHM - Sertifikat Hak Milik,900 Watt
106,"RUMAH STRATEGIS BATU AMPAR RUMAH TERAWAT, HALAMAN LUAS, BEBAS BANJIR JALAN DEPAN LEBAR(FHS-RM-03)",1500.0,"Balikpapan Utara, Balikpapan",3.0,2.0,210,98,SHM - Sertifikat Hak Milik,1300 Watt
106,"Dijual Rumah di Perumahan Citra Bukit Indah Ciputra , Balikpapan",2950.0,"Balikpapan Selatan, Balikpapan",4.0,4.0,244,300,HGB - Hak Guna Bangunan,5500 Watt
107,RUMAH PUSAT KOTA RUMAH PINGGIR JALAN RUMAH DEKAT PASAR BARU (FHS-RM-04),580.0,"Balikpapan Tengah, Balikpapan",3.0,1.0,171,50,SHM - Sertifikat Hak Milik,1300 Watt
108,RUMAH DI GRAND CITY KAWASAN ELITE(FHS-RM-13),1700.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,126,79,HGB - Hak Guna Bangunan,2200 Watt
109,Rumah Millenial kekinian ditengah kota Balikpapan ,925.0,"Balikpapan Utara, Balikpapan",3.0,2.0,80,72,SHM - Sertifikat Hak Milik,2200 Watt
109,RUMAH DEKAT JALAN BESAR,550.0,"Balikpapan Tengah, Balikpapan",3.0,1.0,166,160,SHM - Sertifikat Hak Milik,900 Watt
110,Rumah minimalis modern bagus yg lagi hits di kaum millenial ,700.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,61,41,SHM - Sertifikat Hak Milik,1300 Watt
110,RUMAH HOOK LUAS DALAM PERUMAHAN BALIKPAPAN,675.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,157,36,SHM - Sertifikat Hak Milik,900 Watt
111,RUMAH DIPERUMAHAN REGENCY,900.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,72,72,SHM - Sertifikat Hak Milik,1300 Watt
111,HUNIAN DENGAN KONSEP PERUMAHAN  DESAIN MINIMALIS LOKASI TENGAH KOTA,935.0,"Balikpapan Tengah, Balikpapan",2.0,1.0,120,50,SHM - Sertifikat Hak Milik,1300 Watt
112,BALIKPAPAN RUMAH PERUMAHAN BALIKPAPAN BARU CLUSTER ORLANDO (HM134),2300.0,"Balikpapan Baru, Balikpapan",5.0,4.0,243,215,SHM - Sertifikat Hak Milik,4400 Watt
112,RUMAH BESAR 2 LANTAI BESERTA ISINYA,1450.0,"Balikpapan Utara, Balikpapan",4.0,2.0,211,269,SHM - Sertifikat Hak Milik,2200 Watt
113,HUNIAN DENGAN KONSEP PERUMAHAN  DESAIN MINIMALIS LOKASI TENGAH KOTA BISA KPR,680.0,"Balikpapan Tengah, Balikpapan",2.0,1.0,78,42,SHM - Sertifikat Hak Milik,1300 Watt
113,DIJUAL RUMAH BARU SIAP HUNI DI JL. PATIMURA BATU AMPAR,950.0,"Balikpapan Utara, Balikpapan",3.0,2.0,174,90,HGB - Hak Guna Bangunan,1300 Watt
114,RUMAH BARU DI TENGAH KOTA DEKAT PERUMAHAN BALIKPAPAN BARU DAN SIAP BANGUN,1060.0,"Balikpapan Tengah, Balikpapan",2.0,1.0,185,36,SHM - Sertifikat Hak Milik,1300 Watt
114,DIJUAL RUMAH PINGGIR JALAN RAYA UTAMA GUNUNG MALANG,7000.0,"Klandasan Ilir, Balikpapan",3.0,1.0,320,270,SHM - Sertifikat Hak Milik,2200 Watt
115,RUMAH DEKAT PASAR INPRES KEBUN SAYUR,3000.0,"Marga Sari, Balikpapan",7.0,7.0,600,550,SHM - Sertifikat Hak Milik,1300 Watt
115,"DIJUAL RUMAH DEKAT TOKO SATRIA, BALIKPAPAN",2500.0,"Balikpapan Tengah, Balikpapan",2.0,2.0,250,150,SHM - Sertifikat Hak Milik,2200 Watt
116,DIJUAL RUMAH MODERN 2 MENIT DARI STT MIGAS KM 8 BALIKPAPAN,726.0,"Balikpapan Utara, Balikpapan",2.0,2.0,157,90,SHM - Sertifikat Hak Milik,4400 Watt
116,RUMAH 2 LANTAI SIAP HUNI DI SEPINGGAN  PRATAMA,1350.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,108,141,HGB - Hak Guna Bangunan,16500 Watt
117,RUMAH MINIMALIS  SIAP HUNI HARGA TERJUN BEBAS DI SEPINGGAN PRATAMA,1550.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,160,144,HGB - Hak Guna Bangunan,1300 Watt
117,"DIJUAL RUMAH MEWAH, YANG CANTIK, TERAWAT DI AREA WIKA",2600.0,"Balikpapan Utara, Balikpapan",4.0,2.0,250,250,SHM - Sertifikat Hak Milik,2200 Watt
118,"DIJUAL RUMAH DAERAH BISNIS KOTA BALIKPAPAN  PINGGIR JALAN POROS UTAMA COCOK UNTUK KANTOR, CAFE DLL",2600.0,"Balikpapan Baru, Balikpapan",4.0,2.0,400,100,SHM - Sertifikat Hak Milik,2200 Watt
118,RUMAH MINIMALIS MODERN BERSIH TERAWAT SIAP HUNI DI SEPINGGAN PRATAMA,4000.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,400,160,SHM - Sertifikat Hak Milik,3500 Watt
119,RUMAH KONTRAKAN 6 PINTU SEPINGGAN BARU BALIKPAPAN,800.0,"Balikpapan Selatan, Balikpapan",12.0,6.0,154,192,"Lainnya (PPJB,Girik,Adat,dll)",3500 Watt
119,RUMAH BARU MINIMALIS DUA KAMAR TIDUR DALAM PERUMAHAN DI TENGAH KOTA BALIKPAPAN,607.0,"Balikpapan Tengah, Balikpapan",2.0,1.0,72,36,SHM - Sertifikat Hak Milik,1300 Watt
120,Rumah Siap Huni 2 Lantai Full Renovasi dan furnished di Perumahan Wika Balikpapan,1450.0,"Balikpapan Utara, Balikpapan",5.0,3.0,201,300,SHM - Sertifikat Hak Milik,4400 Watt
120,BALIKPAPAN RUMAH SIAP HUNI RUHUI RAHAYU (HM138),2500.0,"Gunung Bahagia, Balikpapan",4.0,3.0,135,200,SHM - Sertifikat Hak Milik,3500 Watt
121,Rumah Minimalist Dekat Rumah Sakit Hermina Balikpapan,1500.0,"Balikpapan Utara, Balikpapan",3.0,2.0,200,100,SHM - Sertifikat Hak Milik,3500 Watt
121,BALIKPAPAN RUMAH HOOK MEWAH PERUMAHAN BALIKPAPAN BARU (HM136),7500.0,"Balikpapan Baru, Balikpapan",6.0,4.0,575,900,SHM - Sertifikat Hak Milik,13300 Watt
122,BALIKPAPAN RUMAH 2 KAPLING  LUAS (HM126),800.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,240,240,SHM - Sertifikat Hak Milik,2200 Watt
122,Rumah Minimalist Jual Cepat  ditengah kota,850.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,120,100,SHM - Sertifikat Hak Milik,1300 Watt
123,"Dijual Rumah Kantor di Komplek Balikpapan Baru, Balikpapan Selatan Kalimantan Timur",6900.0,"Balikpapan Baru, Balikpapan",12.0,9.0,295,500,SHM - Sertifikat Hak Milik,5500 Watt
124,RUMAH EMPAT KAMAR TIDUR MEWAH LUAS DALAM PERUMAHAN ELITE BALIKPAPAN,4500.0,"Balikpapan Selatan, Balikpapan",4.0,4.0,342,308,SHM - Sertifikat Hak Milik,5500 Watt
124,DI JUAL CEPAT TURUN HARGA RUMAH DI KAWASAN PERUMAHAN REGENCY,730.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,84,56,SHM - Sertifikat Hak Milik,2200 Watt
125,Balikpapan di  rumah nyaman di Borneo Paradiso,1190.0,"Sepinggan, Balikpapan",2.0,1.0,162,70,HGB - Hak Guna Bangunan,2200 Watt
125,rumah plus toko dipinggir jalan besar dan startegis,6000.0,"Sepinggan, Balikpapan",9.0,4.0,700,700,SHM - Sertifikat Hak Milik,4400 Watt
126,RUMAH BARU RENOVASI SIAP HUNI DI PERUMAHAN DAUN VILLAGE,1900.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,212,100,SHM - Sertifikat Hak Milik,2200 Watt
126,rumah di hook dekat terminal bus dan harga murah,850.0,"Batu Ampar, Balikpapan",2.0,1.0,96,45,SHM - Sertifikat Hak Milik,1300 Watt
